# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 сантиметр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 сантиметру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 сантиметра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 сантиметрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 сантиметру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 сантиметр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 сантиметром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 сантиметр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>сантиметр</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>сантиметр</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
mass	micrograms	masculine	Цей мікрограм	locative	{0} мікрограмі	Міститься в 21 мікрограмі	{0} мікрограмах	Міститься в 3 мікрограмах	{0} мікрограмах	Міститься в 5 мікрограмах	{0} мікрограма	Міститься в 0,1 мікрограма
mass	micrograms	masculine	Цей мікрограм	dative	{0} мікрограму	Це відповідає 21 мікрограму	{0} мікрограмам	Це відповідає 3 мікрограмам	{0} мікрограмам	Це відповідає 5 мікрограмам	{0} мікрограма	Це відповідає 0,1 мікрограма
mass	micrograms	masculine	Цей мікрограм	instrumental	{0} мікрограмом	Вимірюється не 21 мікрограмом	{0} мікрограмами	Вимірюється не 3 мікрограмами	{0} мікрограмами	Вимірюється не 5 мікрограмами	{0} мікрограма	Вимірюється не 0,1 мікрограма
mass	milligrams	masculine	Цей міліграм	nominative	{0} міліграм	Є 21 міліграм	{0} міліграми	Є 3 міліграми	{0} міліграмів	Є 5 міліграмів	{0} міліграма	Є 0,1 міліграма
mass	milligrams	masculine	Цей міліграм	accusative	{0} міліграм	Знайшли 21 міліграм	{0} міліграми	Знайшли 3 міліграми	{0} міліграмів	Знайшли 5 міліграмів	{0} міліграма	Знайшли 0,1 міліграма
mass	milligrams	masculine	Цей міліграм	genitive	{0} міліграма	Немає 21 міліграма	{0} міліграмів	Немає 3 міліграмів	{0} міліграмів	Немає 5 міліграмів	{0} міліграма	Немає 0,1 міліграма
mass	milligrams	masculine	Цей міліграм	locative	{0} міліграмі	Міститься в 21 міліграмі	{0} міліграмах	Міститься в 3 міліграмах	{0} міліграмах	Міститься в 5 міліграмах	{0} міліграма	Міститься в 0,1 міліграма
mass	milligrams	masculine	Цей міліграм	dative	{0} міліграму	Це відповідає 21 міліграму	{0} міліграмам	Це відповідає 3 міліграмам	{0} міліграмам	Це відповідає 5 міліграмам	{0} міліграма	Це відповідає 0,1 міліграма
mass	milligrams	masculine	Цей міліграм	instrumental	{0} міліграмом	Вимірюється не 21 міліграмом	{0} міліграмами	Вимірюється не 3 міліграмами	{0} міліграмами	Вимірюється не 5 міліграмами	{0} міліграма	Вимірюється не 0,1 міліграма
mass	carat • ( = 200 mg)	masculine	Цей карат	nominative	{0} карат	Є 21 карат	{0} карати	Є 3 карати	{0} каратів	Є 5 каратів	{0} карата	Є 0,1 карата
mass	carat • ( = 200 mg)	masculine	Цей карат	accusative	{0} карат	Знайшли 21 карат	{0} карати	Знайшли 3 карати	{0} каратів	Знайшли 5 каратів	{0} карата	Знайшли 0,1 карата
mass	carat • ( = 200 mg)	masculine	Цей карат	genitive	{0} карата	Немає 21 карата	{0} каратів	Немає 3 каратів	{0} каратів	Немає 5 каратів	{0} карата	Немає 0,1 карата
mass	carat • ( = 200 mg)	masculine	Цей карат	locative	{0} караті	Міститься в 21 караті	{0} каратах	Міститься в 3 каратах	{0} каратах	Міститься в 5 каратах	{0} карата	Міститься в 0,1 карата
mass	carat • ( = 200 mg)	masculine	Цей карат	dative	{0} карату	Це відповідає 21 карату	{0} каратам	Це відповідає 3 каратам	{0} каратам	Це відповідає 5 каратам	{0} карата	Це відповідає 0,1 карата
mass	carat • ( = 200 mg)	masculine	Цей карат	instrumental	{0} каратом	Вимірюється не 21 каратом	{0} каратами	Вимірюється не 3 каратами	{0} каратами	Вимірюється не 5 каратами	{0} карата	Вимірюється не 0,1 карата
mass	grams	masculine	Цей грам	nominative	{0} грам	Є 21 грам	{0} грами	Є 3 грами	{0} грамів	Є 5 грамів	{0} грама	Є 0,1 грама
mass	grams	masculine	Цей грам	accusative	{0} грам	Знайшли 21 грам	{0} грами	Знайшли 3 грами	{0} грамів	Знайшли 5 грамів	{0} грама	Знайшли 0,1 грама
mass	grams	masculine	Цей грам	genitive	{0} грама	Немає 21 грама	{0} грамів	Немає 3 грамів	{0} грамів	Немає 5 грамів	{0} грама	Немає 0,1 грама
mass	grams	masculine	Цей грам	locative	{0} грамі	Міститься в 21 грамі	{0} грамах	Міститься в 3 грамах	{0} грамах	Міститься в 5 грамах	{0} грама	Міститься в 0,1 грама
mass	grams	masculine	Цей грам	dative	{0} граму	Це відповідає 21 граму	{0} грамам	Це відповідає 3 грамам	{0} грамам	Це відповідає 5 грамам	{0} грама	Це відповідає 0,1 грама
mass	grams	masculine	Цей грам	instrumental	{0} грамом	Вимірюється не 21 грамом	{0} грамами	Вимірюється не 3 грамами	{0} грамами	Вимірюється не 5 грамами	{0} грама	Вимірюється не 0,1 грама
mass	kilograms	masculine	Цей кілограм	nominative	{0} кілограм	Є 21 кілограм	{0} кілограми	Є 3 кілограми	{0} кілограмів	Є 5 кілограмів	{0} кілограма	Є 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	accusative	{0} кілограм	Знайшли 21 кілограм	{0} кілограми	Знайшли 3 кілограми	{0} кілограмів	Знайшли 5 кілограмів	{0} кілограма	Знайшли 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	genitive	{0} кілограма	Немає 21 кілограма	{0} кілограмів	Немає 3 кілограмів	{0} кілограмів	Немає 5 кілограмів	{0} кілограма	Немає 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	locative	{0} кілограмі	Міститься в 21 кілограмі	{0} кілограмах	Міститься в 3 кілограмах	{0} кілограмах	Міститься в 5 кілограмах	{0} кілограма	Міститься в 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	dative	{0} кілограму	Це відповідає 21 кілограму	{0} кілограмам	Це відповідає 3 кілограмам	{0} кілограмам	Це відповідає 5 кілограмам	{0} кілограма	Це відповідає 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	instrumental	{0} кілограмом	Вимірюється не 21 кілограмом	{0} кілограмами	Вимірюється не 3 кілограмами	{0} кілограмами	Вимірюється не 5 кілограмами	{0} кілограма	Вимірюється не 0,1 кілограма
mass	metric tons	feminine	Ця метрична тонна	nominative	{0} метрична тонна	Є 21 метрична тонна	{0} метричні тонни	Є 3 метричні тонни	{0} метричних тонн	Є 5 метричних тонн	{0} метричної тонни	Є 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	accusative	{0} метричну тонну	Знайшли 21 метричну тонну	{0} метричні тонни	Знайшли 3 метричні тонни	{0} метричних тонн	Знайшли 5 метричних тонн	{0} метричної тонни	Знайшли 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	genitive	{0} метричної тонни	Немає 21 метричної тонни	{0} метричних тонн	Немає 3 метричних тонн	{0} метричних тонн	Немає 5 метричних тонн	{0} метричної тонни	Немає 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	locative	{0} метричній тонні	Міститься в 21 метричній тонні	{0} метричних тоннах	Міститься в 3 метричних тоннах	{0} метричних тоннах	Міститься в 5 метричних тоннах	{0} метричної тонни	Міститься в 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	dative	{0} метричній тонні	Це відповідає 21 метричній тонні	{0} метричним тоннам	Це відповідає 3 метричним тоннам	{0} метричним тоннам	Це відповідає 5 метричним тоннам	{0} метричної тонни	Це відповідає 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	instrumental	{0} метричною тонною	Вимірюється не 21 метричною тонною	{0} метричними тоннами	Вимірюється не 3 метричними тоннами	{0} метричними тоннами	Вимірюється не 5 метричними тоннами	{0} метричної тонни	Вимірюється не 0,1 метричної тонни
portion	parts per million	feminine	Ця мільйонна доля	nominative	{0} мільйонна доля	Є 21 мільйонна доля	{0} мільйонні долі	Є 3 мільйонні долі	{0} мільйонних доль	Є 5 мільйонних доль	{0} мільйонної долі	Є 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	accusative	{0} мільйонну долю	Знайшли 21 мільйонну долю	{0} мільйонні долі	Знайшли 3 мільйонні долі	{0} мільйонних доль	Знайшли 5 мільйонних доль	{0} мільйонної долі	Знайшли 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	genitive	{0} мільйонної долі	Немає 21 мільйонної долі	{0} мільйонних доль	Немає 3 мільйонних доль	{0} мільйонних доль	Немає 5 мільйонних доль	{0} мільйонної долі	Немає 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	locative	{0} мільйонній долі	Міститься в 21 мільйонній долі	{0} мільйонних долях	Міститься в 3 мільйонних долях	{0} мільйонних долях	Міститься в 5 мільйонних долях	{0} мільйонної долі	Міститься в 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	dative	{0} мільйонній долі	Це відповідає 21 мільйонній долі	{0} мільйонним долям	Це відповідає 3 мільйонним долям	{0} мільйонним долям	Це відповідає 5 мільйонним долям	{0} мільйонної долі	Це відповідає 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	instrumental	{0} мільйонною долею	Вимірюється не 21 мільйонною долею	{0} мільйонними долями	Вимірюється не 3 мільйонними долями	{0} мільйонними долями	Вимірюється не 5 мільйонними долями	{0} мільйонної долі	Вимірюється не 0,1 мільйонної долі
portion	permyriad	masculine	Цей проміріад	nominative	{0} проміріад	Є 21 проміріад	{0} проміріади	Є 3 проміріади	{0} проміріадів	Є 5 проміріадів	{0} проміріада	Є 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	accusative	{0} проміріад	Знайшли 21 проміріад	{0} проміріади	Знайшли 3 проміріади	{0} проміріадів	Знайшли 5 проміріадів	{0} проміріада	Знайшли 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	genitive	{0} проміріада	Немає 21 проміріада	{0} проміріадів	Немає 3 проміріадів	{0} проміріадів	Немає 5 проміріадів	{0} проміріада	Немає 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	locative	{0} проміріаді	Міститься в 21 проміріаді	{0} проміріадах	Міститься в 3 проміріадах	{0} проміріадах	Міститься в 5 проміріадах	{0} проміріада	Міститься в 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	dative	{0} проміріаду	Це відповідає 21 проміріаду	{0} проміріадам	Це відповідає 3 проміріадам	{0} проміріадам	Це відповідає 5 проміріадам	{0} проміріада	Це відповідає 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	instrumental	{0} проміріадом	Вимірюється не 21 проміріадом	{0} проміріадами	Вимірюється не 3 проміріадами	{0} проміріадами	Вимірюється не 5 проміріадами	{0} проміріада	Вимірюється не 0,1 проміріада
portion	permille	masculine	Цей проміле	nominative	{0} проміле	Є 21 проміле	{0} проміле	Є 3 проміле	{0} проміле	Є 5 проміле	{0} проміле	Є 0,1 проміле
portion	permille	masculine	Цей проміле	accusative	{0} проміле	Знайшли 21 проміле	{0} проміле	Знайшли 3 проміле	{0} проміле	Знайшли 5 проміле	{0} проміле	Знайшли 0,1 проміле
portion	permille	masculine	Цей проміле	genitive	{0} проміле	Немає 21 проміле	{0} проміле	Немає 3 проміле	{0} проміле	Немає 5 проміле	{0} проміле	Немає 0,1 проміле
portion	permille	masculine	Цей проміле	locative	{0} проміле	Міститься в 21 проміле	{0} проміле	Міститься в 3 проміле	{0} проміле	Міститься в 5 проміле	{0} проміле	Міститься в 0,1 проміле
portion	permille	masculine	Цей проміле	dative	{0} проміле	Це відповідає 21 проміле	{0} проміле	Це відповідає 3 проміле	{0} проміле	Це відповідає 5 проміле	{0} проміле	Це відповідає 0,1 проміле
portion	permille	masculine	Цей проміле	instrumental	{0} проміле	Вимірюється не 21 проміле	{0} проміле	Вимірюється не 3 проміле	{0} проміле	Вимірюється не 5 проміле	{0} проміле	Вимірюється не 0,1 проміле
portion	percent	masculine	Цей відсоток	nominative	{0} відсоток	Є 21 відсоток	{0} відсотки	Є 3 відсотки	{0} відсотків	Є 5 відсотків	{0} відсотка	Є 0,1 відсотка
portion	percent	masculine	Цей відсоток	accusative	{0} відсоток	Знайшли 21 відсоток	{0} відсотки	Знайшли 3 відсотки	{0} відсотків	Знайшли 5 відсотків	{0} відсотка	Знайшли 0,1 відсотка
portion	percent	masculine	Цей відсоток	genitive	{0} відсотка	Немає 21 відсотка	{0} відсотків	Немає 3 відсотків	{0} відсотків	Немає 5 відсотків	{0} відсотка	Немає 0,1 відсотка
portion	percent	masculine	Цей відсоток	locative	{0} відсотку	Міститься в 21 відсотку	{0} відсотках	Міститься в 3 відсотках	{0} відсотках	Міститься в 5 відсотках	{0} відсотка	Міститься в 0,1 відсотка
portion	percent	masculine	Цей відсоток	dative	{0} відсотку	Це відповідає 21 відсотку	{0} відсоткам	Це відповідає 3 відсоткам	{0} відсоткам	Це відповідає 5 відсоткам	{0} відсотка	Це відповідає 0,1 відсотка
portion	percent	masculine	Цей відсоток	instrumental	{0} відсотком	Вимірюється не 21 відсотком	{0} відсотками	Вимірюється не 3 відсотками	{0} відсотками	Вимірюється не 5 відсотками	{0} відсотка	Вимірюється не 0,1 відсотка
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	nominative	{0} карат	Є 21 карат	{0} карати	Є 3 карати	{0} каратів	Є 5 каратів	{0} карата	Є 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	accusative	{0} карат	Знайшли 21 карат	{0} карати	Знайшли 3 карати	{0} каратів	Знайшли 5 каратів	{0} карата	Знайшли 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	genitive	{0} карата	Немає 21 карата	{0} каратів	Немає 3 каратів	{0} каратів	Немає 5 каратів	{0} карата	Немає 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	locative	{0} караті	Міститься в 21 караті	{0} каратах	Міститься в 3 каратах	{0} каратах	Міститься в 5 каратах	{0} карата	Міститься в 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	dative	{0} карату	Це відповідає 21 карату	{0} каратам	Це відповідає 3 каратам	{0} каратам	Це відповідає 5 каратам	{0} карата	Це відповідає 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	instrumental	{0} каратом	Вимірюється не 21 каратом	{0} каратами	Вимірюється не 3 каратами	{0} каратами	Вимірюється не 5 каратами	{0} карата	Вимірюється не 0,1 карата
power	milliwatts	masculine	Цей міліват	nominative	{0} міліват	Є 21 міліват	{0} мілівати	Є 3 мілівати	{0} міліватів	Є 5 міліватів	{0} мілівата	Є 0,1 мілівата
power	milliwatts	masculine	Цей міліват	accusative	{0} міліват	Знайшли 21 міліват	{0} мілівати	Знайшли 3 мілівати	{0} міліватів	Знайшли 5 міліватів	{0} мілівата	Знайшли 0,1 мілівата
power	milliwatts	masculine	Цей міліват	genitive	{0} мілівата	Немає 21 мілівата	{0} міліватів	Немає 3 міліватів	{0} міліватів	Немає 5 міліватів	{0} мілівата	Немає 0,1 мілівата
power	milliwatts	masculine	Цей міліват	locative	{0} міліваті	Міститься в 21 міліваті	{0} міліватах	Міститься в 3 міліватах	{0} міліватах	Міститься в 5 міліватах	{0} мілівата	Міститься в 0,1 мілівата
power	milliwatts	masculine	Цей міліват	dative	{0} мілівату	Це відповідає 21 мілівату	{0} міліватам	Це відповідає 3 міліватам	{0} міліватам	Це відповідає 5 міліватам	{0} мілівата	Це відповідає 0,1 мілівата
power	milliwatts	masculine	Цей міліват	instrumental	{0} міліватом	Вимірюється не 21 міліватом	{0} міліватами	Вимірюється не 3 міліватами	{0} міліватами	Вимірюється не 5 міліватами	{0} мілівата	Вимірюється не 0,1 мілівата
power	watts	masculine	Цей ват	nominative	{0} ват	Є 21 ват	{0} вати	Є 3 вати	{0} ватів	Є 5 ватів	{0} вата	Є 0,1 вата
power	watts	masculine	Цей ват	accusative	{0} ват	Знайшли 21 ват	{0} вати	Знайшли 3 вати	{0} ватів	Знайшли 5 ватів	{0} вата	Знайшли 0,1 вата
power	watts	masculine	Цей ват	genitive	{0} вата	Немає 21 вата	{0} ватів	Немає 3 ватів	{0} ватів	Немає 5 ватів	{0} вата	Немає 0,1 вата
power	watts	masculine	Цей ват	locative	{0} ваті	Міститься в 21 ваті	{0} ватах	Міститься в 3 ватах	{0} ватах	Міститься в 5 ватах	{0} вата	Міститься в 0,1 вата
power	watts	masculine	Цей ват	dative	{0} вату	Це відповідає 21 вату	{0} ватам	Це відповідає 3 ватам	{0} ватам	Це відповідає 5 ватам	{0} вата	Це відповідає 0,1 вата
power	watts	masculine	Цей ват	instrumental	{0} ватом	Вимірюється не 21 ватом	{0} ватами	Вимірюється не 3 ватами	{0} ватами	Вимірюється не 5 ватами	{0} вата	Вимірюється не 0,1 вата
power	kilowatts	masculine	Цей кіловат	nominative	{0} кіловат	Є 21 кіловат	{0} кіловати	Є 3 кіловати	{0} кіловатів	Є 5 кіловатів	{0} кіловата	Є 0,1 кіловата
power	kilowatts	masculine	Цей кіловат	accusative	{0} кіловат	Знайшли 21 кіловат	{0} кіловати	Знайшли 3 кіловати	{0} кіловатів	Знайшли 5 кіловатів	{0} кіловата	Знайшли 0,1 кіловата
power	kilowatts	masculine	Цей кіловат	genitive	{0} кіловата	Немає 21 кіловата	{0} кіловат	Немає 3 кіловат	{0} кіловатів	Немає 5 кіловатів	{0} кіловата	Немає 0,1 кіловата
power	kilowatts	masculine	Цей кіловат	locative	{0} кіловаті	Міститься в 21 кіловаті	{0} кіловатах	Міститься в 3 кіловатах	{0} кіловатах	Міститься в 5 кіловатах	{0} кіловата	Міститься в 0,1 кіловата
power	kilowatts	masculine	Цей кіловат	dative	{0} кіловату	Це відповідає 21 кіловату	{0} кіловатам	Це відповідає 3 кіловатам	{0} кіловатам	Це відповідає 5 кіловатам	{0} кіловата	Це відповідає 0,1 кіловата
power	kilowatts	masculine	Цей кіловат	instrumental	{0} кіловатом	Вимірюється не 21 кіловатом	{0} кіловатами	Вимірюється не 3 кіловатами	{0} кіловатами	Вимірюється не 5 кіловатами	{0} кіловата	Вимірюється не 0,1 кіловата
power	megawatts	masculine	Цей мегават	nominative	{0} мегават	Є 21 мегават	{0} мегавати	Є 3 мегавати	{0} мегаватів	Є 5 мегаватів	{0} мегавата	Є 0,1 мегавата
power	megawatts	masculine	Цей мегават	accusative	{0} мегават	Знайшли 21 мегават	{0} мегавати	Знайшли 3 мегавати	{0} мегаватів	Знайшли 5 мегаватів	{0} мегавата	Знайшли 0,1 мегавата
power	megawatts	masculine	Цей мегават	genitive	{0} мегавата	Немає 21 мегавата	{0} мегаватів	Немає 3 мегаватів	{0} мегаватів	Немає 5 мегаватів	{0} мегавата	Немає 0,1 мегавата
power	megawatts	masculine	Цей мегават	locative	{0} мегаваті	Міститься в 21 мегаваті	{0} мегаватах	Міститься в 3 мегаватах	{0} мегаватах	Міститься в 5 мегаватах	{0} мегавата	Міститься в 0,1 мегавата
power	megawatts	masculine	Цей мегават	dative	{0} мегавату	Це відповідає 21 мегавату	{0} мегаватам	Це відповідає 3 мегаватам	{0} мегаватам	Це відповідає 5 мегаватам	{0} мегавата	Це відповідає 0,1 мегавата
power	megawatts	masculine	Цей мегават	instrumental	{0} мегаватом	Вимірюється не 21 мегаватом	{0} мегаватами	Вимірюється не 3 мегаватами	{0} мегаватами	Вимірюється не 5 мегаватами	{0} мегавата	Вимірюється не 0,1 мегавата
power	gigawatts	masculine	Цей гігават	nominative	{0} гігават	Є 21 гігават	{0} гігавати	Є 3 гігавати	{0} гігаватів	Є 5 гігаватів	{0} гігавата	Є 0,1 гігавата
power	gigawatts	masculine	Цей гігават	accusative	{0} гігават	Знайшли 21 гігават	{0} гігавати	Знайшли 3 гігавати	{0} гігаватів	Знайшли 5 гігаватів	{0} гігавата	Знайшли 0,1 гігавата
power	gigawatts	masculine	Цей гігават	genitive	{0} гігавата	Немає 21 гігавата	{0} гігаватів	Немає 3 гігаватів	{0} гігаватів	Немає 5 гігаватів	{0} гігавата	Немає 0,1 гігавата
power	gigawatts	masculine	Цей гігават	locative	{0} гігаваті	Міститься в 21 гігаваті	{0} гігаватах	Міститься в 3 гігаватах	{0} гігаватах	Міститься в 5 гігаватах	{0} гігавата	Міститься в 0,1 гігавата
power	gigawatts	masculine	Цей гігават	dative	{0} гігавату	Це відповідає 21 гігавату	{0} гігаватам	Це відповідає 3 гігаватам	{0} гігаватам	Це відповідає 5 гігаватам	{0} гігавата	Це відповідає 0,1 гігавата
power	gigawatts	masculine	Цей гігават	instrumental	{0} гігаватом	Вимірюється не 21 гігаватом	{0} гігаватами	Вимірюється не 3 гігаватами	{0} гігаватами	Вимірюється не 5 гігаватами	{0} гігавата	Вимірюється не 0,1 гігавата
pressure	pascals	masculine	Цей паскаль	nominative	{0} паскаль	Є 21 паскаль	{0} паскалі	Є 3 паскалі	{0} паскалів	Є 5 паскалів	{0} паскаля	Є 0,1 паскаля
pressure	pascals	masculine	Цей паскаль	accusative	{0} паскаль	Знайшли 21 паскаль	{0} паскалі	Знайшли 3 паскалі	{0} паскалів	Знайшли 5 паскалів	{0} паскаля	Знайшли 0,1 паскаля
pressure	pascals	masculine	Цей паскаль	genitive	{0} паскаля	Немає 21 паскаля	{0} паскалів	Немає 3 паскалів	{0} паскалів	Немає 5 паскалів	{0} паскаля	Немає 0,1 паскаля
pressure	pascals	masculine	Цей паскаль	locative	{0} паскалі	Міститься в 21 паскалі	{0} паскалях	Міститься в 3 паскалях	{0} паскалях	Міститься в 5 паскалях	{0} паскаля	Міститься в 0,1 паскаля
pressure	pascals	masculine	Цей паскаль	dative	{0} паскалю	Це відповідає 21 паскалю	{0} паскалям	Це відповідає 3 паскалям	{0} паскалям	Це відповідає 5 паскалям	{0} паскаля	Це відповідає 0,1 паскаля
pressure	pascals	masculine	Цей паскаль	instrumental	{0} паскалем	Вимірюється не 21 паскалем	{0} паскалями	Вимірюється не 3 паскалями	{0} паскалями	Вимірюється не 5 паскалями	{0} паскаля	Вимірюється не 0,1 паскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	nominative	{0} гектопаскаль	Є 21 гектопаскаль	{0} гектопаскалі	Є 3 гектопаскалі	{0} гектопаскалів	Є 5 гектопаскалів	{0} гектопаскаля	Є 0,1 гектопаскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	accusative	{0} гектопаскаль	Знайшли 21 гектопаскаль	{0} гектопаскалі	Знайшли 3 гектопаскалі	{0} гектопаскалів	Знайшли 5 гектопаскалів	{0} гектопаскаля	Знайшли 0,1 гектопаскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	genitive	{0} гектопаскаля	Немає 21 гектопаскаля	{0} гектопаскалів	Немає 3 гектопаскалів	{0} гектопаскалів	Немає 5 гектопаскалів	{0} гектопаскаля	Немає 0,1 гектопаскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	locative	{0} гектопаскалі	Міститься в 21 гектопаскалі	{0} гектопаскалях	Міститься в 3 гектопаскалях	{0} гектопаскалях	Міститься в 5 гектопаскалях	{0} гектопаскаля	Міститься в 0,1 гектопаскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	dative	{0} гектопаскалю	Це відповідає 21 гектопаскалю	{0} гектопаскалям	Це відповідає 3 гектопаскалям	{0} гектопаскалям	Це відповідає 5 гектопаскалям	{0} гектопаскаля	Це відповідає 0,1 гектопаскаля
pressure	hectopascal • ( = 1 mbar)	masculine	Цей гектопаскаль	instrumental	{0} гектопаскалем	Вимірюється не 21 гектопаскалем	{0} гектопаскалями	Вимірюється не 3 гектопаскалями	{0} гектопаскалями	Вимірюється не 5 гектопаскалями	{0} гектопаскаля	Вимірюється не 0,1 гектопаскаля
pressure	millibars	masculine	Цей мілібар	nominative	{0} мілібар	Є 21 мілібар	{0} мілібари	Є 3 мілібари	{0} мілібарів	Є 5 мілібарів	{0} мілібара	Є 0,1 мілібара
pressure	millibars	masculine	Цей мілібар	accusative	{0} мілібар	Знайшли 21 мілібар	{0} мілібари	Знайшли 3 мілібари	{0} мілібарів	Знайшли 5 мілібарів	{0} мілібара	Знайшли 0,1 мілібара
pressure	millibars	masculine	Цей мілібар	genitive	{0} мілібара	Немає 21 мілібара	{0} мілібарів	Немає 3 мілібарів	{0} мілібарів	Немає 5 мілібарів	{0} мілібара	Немає 0,1 мілібара
pressure	millibars	masculine	Цей мілібар	locative	{0} мілібарі	Міститься в 21 мілібарі	{0} мілібарах	Міститься в 3 мілібарах	{0} мілібарах	Міститься в 5 мілібарах	{0} мілібара	Міститься в 0,1 мілібара
pressure	millibars	masculine	Цей мілібар	dative	{0} мілібару	Це відповідає 21 мілібару	{0} мілібарам	Це відповідає 3 мілібарам	{0} мілібарам	Це відповідає 5 мілібарам	{0} мілібара	Це відповідає 0,1 мілібара
pressure	millibars	masculine	Цей мілібар	instrumental	{0} мілібаром	Вимірюється не 21 мілібаром	{0} мілібарами	Вимірюється не 3 мілібарами	{0} мілібарами	Вимірюється не 5 мілібарами	{0} мілібара	Вимірюється не 0,1 мілібара
