# Grammatical Features
#Locale	ID	Feature	Usage	Values
Czech	cs	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Czech	cs	grammaticalGender	general	animate, inanimate, feminine, neuter
Czech	cs	grammaticalGender	units	inanimate, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} den	<div class='cldr_example'><span class='cldr_substituted'>1</span> den</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> den</div>
Plural	few	{0} dny	<div class='cldr_example'><span class='cldr_substituted'>2</span> dny</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dny</div>
Plural	many	{0} dne	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> dne</div><div class='cldr_example'>❌  <span class='cldr_substituted'>5</span> dne</div>
Plural	other	{0} dní	<div class='cldr_example'><span class='cldr_substituted'>5</span> dní</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dní</div>
Case (for measurement units)	nominative	Chybí ještě {0}.	<div class='cldr_example'>Chybí ještě <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Chybí ještě <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	accusative	Naměřili jsme {0}.	<div class='cldr_example'>Naměřili jsme <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div><div class='cldr_example'>❌  Naměřili jsme <span class='cldr_substituted'>1 centimetru čtverečnímu</span>.</div>
Case (for measurement units)	genitive	Bez {0} se obejdeme.	<div class='cldr_example'>Bez <span class='cldr_substituted'>10,0 centimetru čtverečního</span> se obejdeme.</div><div class='cldr_example'>❌  Bez <span class='cldr_substituted'>1 centimetr čtvereční</span> se obejdeme.</div>
Case (for measurement units)	locative	Po {0} se zastavil.	<div class='cldr_example'>Po <span class='cldr_substituted'>1 centimetru čtverečním</span> se zastavil.</div><div class='cldr_example'>❌  Po <span class='cldr_substituted'>1 centimetr čtvereční</span> se zastavil.</div>
Case (for measurement units)	dative	Díky {0} navíc to mohl stihnout.	<div class='cldr_example'>Díky <span class='cldr_substituted'>1 centimetru čtverečnímu</span> navíc to mohl stihnout.</div><div class='cldr_example'>❌  Díky <span class='cldr_substituted'>1 centimetr čtvereční</span> navíc to mohl stihnout.</div>
Case (for measurement units)	instrumental	Spokojíme se s {0}.	<div class='cldr_example'>Spokojíme se s <span class='cldr_substituted'>1 centimetrem čtverečním</span>.</div><div class='cldr_example'>❌  Spokojíme se s <span class='cldr_substituted'>1 centimetr čtvereční</span>.</div>
Gender (for measurement units)	inanimate	Jeden {0} stál 135 Kč.	<div class='cldr_example'>Jeden <span class='cldr_substituted'>centimetr</span> stál 135 Kč.</div><div class='cldr_example'>❌  Jeden <span class='cldr_substituted'>hodina</span> stál 135 Kč.</div>
Gender (for measurement units)	feminine	Jedna {0} stála 135 Kč.	<div class='cldr_example'>Jedna <span class='cldr_substituted'>hodina</span> stála 135 Kč.</div><div class='cldr_example'>❌  Jedna <span class='cldr_substituted'>centimetr</span> stála 135 Kč.</div>
Gender (for measurement units)	neuter	Jedno {0} stálo 135 Kč.	<div class='cldr_example'>Jedno <span class='cldr_substituted'>století</span> stálo 135 Kč.</div><div class='cldr_example'>❌  Jedno <span class='cldr_substituted'>hodina</span> stálo 135 Kč.</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 0.1	Pattern for other	Case MP + pattern with 5.0
length	kilometers	inanimate	Jeden kilometr stál 135 Kč.	locative	{0} kilometru	Po 1 kilometru se zastavil.	{0} kilometrech	Po 3 kilometrech se zastavil.	{0} kilometru	Po 0,1 kilometru se zastavil.	{0} kilometrech	Po 5 kilometrech se zastavil.
length	kilometers	inanimate	Jeden kilometr stál 135 Kč.	dative	{0} kilometru	Díky 1 kilometru navíc to mohl stihnout.	{0} kilometrům	Díky 3 kilometrům navíc to mohl stihnout.	{0} kilometru	Díky 0,1 kilometru navíc to mohl stihnout.	{0} kilometrům	Díky 5 kilometrům navíc to mohl stihnout.
length	kilometers	inanimate	Jeden kilometr stál 135 Kč.	instrumental	{0} kilometrem	Spokojíme se s 1 kilometrem.	{0} kilometry	Spokojíme se s 3 kilometry.	{0} kilometru	Spokojíme se s 0,1 kilometru.	{0} kilometry	Spokojíme se s 5 kilometry.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	nominative	{0} skandinávská míle	Chybí ještě 1 skandinávská míle.	{0} skandinávské míle	Chybí ještě 3 skandinávské míle.	{0} skandinávské míle	Chybí ještě 0,1 skandinávské míle.	{0} skandinávských mil	Chybí ještě 5 skandinávských mil.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	accusative	{0} skandinávskou míli	Naměřili jsme 1 skandinávskou míli.	{0} skandinávské míle	Naměřili jsme 3 skandinávské míle.	{0} skandinávské míle	Naměřili jsme 0,1 skandinávské míle.	{0} skandinávských mil	Naměřili jsme 5 skandinávských mil.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	genitive	{0} skandinávské míle	Bez 1 skandinávské míle se obejdeme.	{0} skandinávských mil	Bez 3 skandinávských mil se obejdeme.	{0} skandinávské míle	Bez 0,1 skandinávské míle se obejdeme.	{0} skandinávských mil	Bez 5 skandinávských mil se obejdeme.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	locative	{0} skandinávské míli	Po 1 skandinávské míli se zastavil.	{0} skandinávských mílích	Po 3 skandinávských mílích se zastavil.	{0} skandinávské míle	Po 0,1 skandinávské míle se zastavil.	{0} skandinávských mílích	Po 5 skandinávských mílích se zastavil.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	dative	{0} skandinávské míli	Díky 1 skandinávské míli navíc to mohl stihnout.	{0} skandinávským mílím	Díky 3 skandinávským mílím navíc to mohl stihnout.	{0} skandinávské míle	Díky 0,1 skandinávské míle navíc to mohl stihnout.	{0} skandinávským mílím	Díky 5 skandinávským mílím navíc to mohl stihnout.
length	mile-scandinavian • ( = 10 km)	feminine	Jedna skandinávská míle stála 135 Kč.	instrumental	{0} skandinávskou mílí	Spokojíme se s 1 skandinávskou mílí.	{0} skandinávskými mílemi	Spokojíme se s 3 skandinávskými mílemi.	{0} skandinávské míle	Spokojíme se s 0,1 skandinávské míle.	{0} skandinávskými mílemi	Spokojíme se s 5 skandinávskými mílemi.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	nominative	{0} lumen	Chybí ještě 1 lumen.	{0} lumeny	Chybí ještě 3 lumeny.	{0} lumenu	Chybí ještě 0,1 lumenu.	{0} lumenů	Chybí ještě 5 lumenů.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	accusative	{0} lumen	Naměřili jsme 1 lumen.	{0} lumeny	Naměřili jsme 3 lumeny.	{0} lumenu	Naměřili jsme 0,1 lumenu.	{0} lumenů	Naměřili jsme 5 lumenů.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	genitive	{0} lumenu	Bez 1 lumenu se obejdeme.	{0} lumenů	Bez 3 lumenů se obejdeme.	{0} lumenu	Bez 0,1 lumenu se obejdeme.	{0} lumenů	Bez 5 lumenů se obejdeme.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	locative	{0} lumenu	Po 1 lumenu se zastavil.	{0} lumenech	Po 3 lumenech se zastavil.	{0} lumenu	Po 0,1 lumenu se zastavil.	{0} lumenech	Po 5 lumenech se zastavil.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	dative	{0} lumenu	Díky 1 lumenu navíc to mohl stihnout.	{0} lumenům	Díky 3 lumenům navíc to mohl stihnout.	{0} lumenu	Díky 0,1 lumenu navíc to mohl stihnout.	{0} lumenům	Díky 5 lumenům navíc to mohl stihnout.
luminous-flux	lumen	inanimate	Jeden lumen stál 135 Kč.	instrumental	{0} lumenem	Spokojíme se s 1 lumenem.	{0} lumeny	Spokojíme se s 3 lumeny.	{0} lumenu	Spokojíme se s 0,1 lumenu.	{0} lumeny	Spokojíme se s 5 lumeny.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	nominative	{0} kandela	Chybí ještě 1 kandela.	{0} kandely	Chybí ještě 3 kandely.	{0} kandely	Chybí ještě 0,1 kandely.	{0} kandel	Chybí ještě 5 kandel.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	accusative	{0} kandelu	Naměřili jsme 1 kandelu.	{0} kandely	Naměřili jsme 3 kandely.	{0} kandely	Naměřili jsme 0,1 kandely.	{0} kandel	Naměřili jsme 5 kandel.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	genitive	{0} kandely	Bez 1 kandely se obejdeme.	{0} kandel	Bez 3 kandel se obejdeme.	{0} kandely	Bez 0,1 kandely se obejdeme.	{0} kandel	Bez 5 kandel se obejdeme.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	locative	{0} kandele	Po 1 kandele se zastavil.	{0} kandelách	Po 3 kandelách se zastavil.	{0} kandely	Po 0,1 kandely se zastavil.	{0} kandelách	Po 5 kandelách se zastavil.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	dative	{0} kandele	Díky 1 kandele navíc to mohl stihnout.	{0} kandelám	Díky 3 kandelám navíc to mohl stihnout.	{0} kandely	Díky 0,1 kandely navíc to mohl stihnout.	{0} kandelám	Díky 5 kandelám navíc to mohl stihnout.
luminous-intensity	candela	feminine	Jedna kandela stála 135 Kč.	instrumental	{0} kandelou	Spokojíme se s 1 kandelou.	{0} kandelami	Spokojíme se s 3 kandelami.	{0} kandely	Spokojíme se s 0,1 kandely.	{0} kandelami	Spokojíme se s 5 kandelami.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	nominative	{0} mikrogram	Chybí ještě 1 mikrogram.	{0} mikrogramy	Chybí ještě 3 mikrogramy.	{0} mikrogramu	Chybí ještě 0,1 mikrogramu.	{0} mikrogramů	Chybí ještě 5 mikrogramů.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	accusative	{0} mikrogram	Naměřili jsme 1 mikrogram.	{0} mikrogramy	Naměřili jsme 3 mikrogramy.	{0} mikrogramu	Naměřili jsme 0,1 mikrogramu.	{0} mikrogramů	Naměřili jsme 5 mikrogramů.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	genitive	{0} mikrogramu	Bez 1 mikrogramu se obejdeme.	{0} mikrogramů	Bez 3 mikrogramů se obejdeme.	{0} mikrogramu	Bez 0,1 mikrogramu se obejdeme.	{0} mikrogramů	Bez 5 mikrogramů se obejdeme.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	locative	{0} mikrogramu	Po 1 mikrogramu se zastavil.	{0} mikrogramech	Po 3 mikrogramech se zastavil.	{0} mikrogramu	Po 0,1 mikrogramu se zastavil.	{0} mikrogramech	Po 5 mikrogramech se zastavil.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	dative	{0} mikrogramu	Díky 1 mikrogramu navíc to mohl stihnout.	{0} mikrogramům	Díky 3 mikrogramům navíc to mohl stihnout.	{0} mikrogramu	Díky 0,1 mikrogramu navíc to mohl stihnout.	{0} mikrogramům	Díky 5 mikrogramům navíc to mohl stihnout.
mass	micrograms	inanimate	Jeden mikrogram stál 135 Kč.	instrumental	{0} mikrogramem	Spokojíme se s 1 mikrogramem.	{0} mikrogramy	Spokojíme se s 3 mikrogramy.	{0} mikrogramu	Spokojíme se s 0,1 mikrogramu.	{0} mikrogramy	Spokojíme se s 5 mikrogramy.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	nominative	{0} miligram	Chybí ještě 1 miligram.	{0} miligramy	Chybí ještě 3 miligramy.	{0} miligramu	Chybí ještě 0,1 miligramu.	{0} miligramů	Chybí ještě 5 miligramů.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	accusative	{0} miligram	Naměřili jsme 1 miligram.	{0} miligramy	Naměřili jsme 3 miligramy.	{0} miligramu	Naměřili jsme 0,1 miligramu.	{0} miligramů	Naměřili jsme 5 miligramů.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	genitive	{0} miligramu	Bez 1 miligramu se obejdeme.	{0} miligramů	Bez 3 miligramů se obejdeme.	{0} miligramu	Bez 0,1 miligramu se obejdeme.	{0} miligramů	Bez 5 miligramů se obejdeme.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	locative	{0} miligramu	Po 1 miligramu se zastavil.	{0} miligramech	Po 3 miligramech se zastavil.	{0} miligramu	Po 0,1 miligramu se zastavil.	{0} miligramech	Po 5 miligramech se zastavil.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	dative	{0} miligramu	Díky 1 miligramu navíc to mohl stihnout.	{0} miligramům	Díky 3 miligramům navíc to mohl stihnout.	{0} miligramu	Díky 0,1 miligramu navíc to mohl stihnout.	{0} miligramům	Díky 5 miligramům navíc to mohl stihnout.
mass	milligrams	inanimate	Jeden miligram stál 135 Kč.	instrumental	{0} miligramem	Spokojíme se s 1 miligramem.	{0} miligramy	Spokojíme se s 3 miligramy.	{0} miligramu	Spokojíme se s 0,1 miligramu.	{0} miligramy	Spokojíme se s 5 miligramy.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	nominative	{0} karát	Chybí ještě 1 karát.	{0} karáty	Chybí ještě 3 karáty.	{0} karátu	Chybí ještě 0,1 karátu.	{0} karátů	Chybí ještě 5 karátů.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	accusative	{0} karát	Naměřili jsme 1 karát.	{0} karáty	Naměřili jsme 3 karáty.	{0} karátu	Naměřili jsme 0,1 karátu.	{0} karátů	Naměřili jsme 5 karátů.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	genitive	{0} karátu	Bez 1 karátu se obejdeme.	{0} karátů	Bez 3 karátů se obejdeme.	{0} karátu	Bez 0,1 karátu se obejdeme.	{0} karátů	Bez 5 karátů se obejdeme.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	locative	{0} karátu	Po 1 karátu se zastavil.	{0} karátech	Po 3 karátech se zastavil.	{0} karátu	Po 0,1 karátu se zastavil.	{0} karátech	Po 5 karátech se zastavil.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	dative	{0} karátu	Díky 1 karátu navíc to mohl stihnout.	{0} karátům	Díky 3 karátům navíc to mohl stihnout.	{0} karátu	Díky 0,1 karátu navíc to mohl stihnout.	{0} karátům	Díky 5 karátům navíc to mohl stihnout.
mass	carat • ( = 200 mg)	inanimate	Jeden karát stál 135 Kč.	instrumental	{0} karátem	Spokojíme se s 1 karátem.	{0} karáty	Spokojíme se s 3 karáty.	{0} karátu	Spokojíme se s 0,1 karátu.	{0} karáty	Spokojíme se s 5 karáty.
mass	grams	inanimate	Jeden gram stál 135 Kč.	nominative	{0} gram	Chybí ještě 1 gram.	{0} gramy	Chybí ještě 3 gramy.	{0} gramu	Chybí ještě 0,1 gramu.	{0} gramů	Chybí ještě 5 gramů.
mass	grams	inanimate	Jeden gram stál 135 Kč.	accusative	{0} gram	Naměřili jsme 1 gram.	{0} gramy	Naměřili jsme 3 gramy.	{0} gramu	Naměřili jsme 0,1 gramu.	{0} gramů	Naměřili jsme 5 gramů.
mass	grams	inanimate	Jeden gram stál 135 Kč.	genitive	{0} gramu	Bez 1 gramu se obejdeme.	{0} gramů	Bez 3 gramů se obejdeme.	{0} gramu	Bez 0,1 gramu se obejdeme.	{0} gramů	Bez 5 gramů se obejdeme.
mass	grams	inanimate	Jeden gram stál 135 Kč.	locative	{0} gramu	Po 1 gramu se zastavil.	{0} gramech	Po 3 gramech se zastavil.	{0} gramu	Po 0,1 gramu se zastavil.	{0} gramech	Po 5 gramech se zastavil.
mass	grams	inanimate	Jeden gram stál 135 Kč.	dative	{0} gramu	Díky 1 gramu navíc to mohl stihnout.	{0} gramům	Díky 3 gramům navíc to mohl stihnout.	{0} gramu	Díky 0,1 gramu navíc to mohl stihnout.	{0} gramům	Díky 5 gramům navíc to mohl stihnout.
mass	grams	inanimate	Jeden gram stál 135 Kč.	instrumental	{0} gramem	Spokojíme se s 1 gramem.	{0} gramy	Spokojíme se s 3 gramy.	{0} gramu	Spokojíme se s 0,1 gramu.	{0} gramy	Spokojíme se s 5 gramy.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	nominative	{0} kilogram	Chybí ještě 1 kilogram.	{0} kilogramy	Chybí ještě 3 kilogramy.	{0} kilogramu	Chybí ještě 0,1 kilogramu.	{0} kilogramů	Chybí ještě 5 kilogramů.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	accusative	{0} kilogram	Naměřili jsme 1 kilogram.	{0} kilogramy	Naměřili jsme 3 kilogramy.	{0} kilogramu	Naměřili jsme 0,1 kilogramu.	{0} kilogramů	Naměřili jsme 5 kilogramů.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	genitive	{0} kilogramu	Bez 1 kilogramu se obejdeme.	{0} kilogramů	Bez 3 kilogramů se obejdeme.	{0} kilogramu	Bez 0,1 kilogramu se obejdeme.	{0} kilogramů	Bez 5 kilogramů se obejdeme.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	locative	{0} kilogramu	Po 1 kilogramu se zastavil.	{0} kilogramech	Po 3 kilogramech se zastavil.	{0} kilogramu	Po 0,1 kilogramu se zastavil.	{0} kilogramech	Po 5 kilogramech se zastavil.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	dative	{0} kilogramu	Díky 1 kilogramu navíc to mohl stihnout.	{0} kilogramům	Díky 3 kilogramům navíc to mohl stihnout.	{0} kilogramu	Díky 0,1 kilogramu navíc to mohl stihnout.	{0} kilogramům	Díky 5 kilogramům navíc to mohl stihnout.
mass	kilograms	inanimate	Jeden kilogram stál 135 Kč.	instrumental	{0} kilogramem	Spokojíme se s 1 kilogramem.	{0} kilogramy	Spokojíme se s 3 kilogramy.	{0} kilogramu	Spokojíme se s 0,1 kilogramu.	{0} kilogramy	Spokojíme se s 5 kilogramy.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	nominative	{0} tuna	Chybí ještě 1 tuna.	{0} tuny	Chybí ještě 3 tuny.	{0} tuny	Chybí ještě 0,1 tuny.	{0} tun	Chybí ještě 5 tun.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	accusative	{0} tunu	Naměřili jsme 1 tunu.	{0} tuny	Naměřili jsme 3 tuny.	{0} tuny	Naměřili jsme 0,1 tuny.	{0} tun	Naměřili jsme 5 tun.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	genitive	{0} tuny	Bez 1 tuny se obejdeme.	{0} tun	Bez 3 tun se obejdeme.	{0} tuny	Bez 0,1 tuny se obejdeme.	{0} tun	Bez 5 tun se obejdeme.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	locative	{0} tuně	Po 1 tuně se zastavil.	{0} tunách	Po 3 tunách se zastavil.	{0} tuny	Po 0,1 tuny se zastavil.	{0} tunách	Po 5 tunách se zastavil.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	dative	{0} tuně	Díky 1 tuně navíc to mohl stihnout.	{0} tunám	Díky 3 tunám navíc to mohl stihnout.	{0} tuny	Díky 0,1 tuny navíc to mohl stihnout.	{0} tunám	Díky 5 tunám navíc to mohl stihnout.
mass	metric tons	feminine	Jedna tuna stála 135 Kč.	instrumental	{0} tunou	Spokojíme se s 1 tunou.	{0} tunami	Spokojíme se s 3 tunami.	{0} tuny	Spokojíme se s 0,1 tuny.	{0} tunami	Spokojíme se s 5 tunami.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	nominative	{0} díl z milionu	Chybí ještě 1 díl z milionu.	{0} díly z milionu	Chybí ještě 3 díly z milionu.	{0} dílu z milionu	Chybí ještě 0,1 dílu z milionu.	{0} dílů z milionu	Chybí ještě 5 dílů z milionu.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	accusative	{0} díl z milionu	Naměřili jsme 1 díl z milionu.	{0} díly z milionu	Naměřili jsme 3 díly z milionu.	{0} dílu z milionu	Naměřili jsme 0,1 dílu z milionu.	{0} dílů z milionu	Naměřili jsme 5 dílů z milionu.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	genitive	{0} dílu z milionu	Bez 1 dílu z milionu se obejdeme.	{0} dílů z milionu	Bez 3 dílů z milionu se obejdeme.	{0} dílu z milionu	Bez 0,1 dílu z milionu se obejdeme.	{0} dílů z milionu	Bez 5 dílů z milionu se obejdeme.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	locative	{0} dílu z milionu	Po 1 dílu z milionu se zastavil.	{0} dílech z milionu	Po 3 dílech z milionu se zastavil.	{0} dílu z milionu	Po 0,1 dílu z milionu se zastavil.	{0} dílech z milionu	Po 5 dílech z milionu se zastavil.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	dative	{0} dílu z milionu	Díky 1 dílu z milionu navíc to mohl stihnout.	{0} dílům z milionu	Díky 3 dílům z milionu navíc to mohl stihnout.	{0} dílu z milionu	Díky 0,1 dílu z milionu navíc to mohl stihnout.	{0} dílům z milionu	Díky 5 dílům z milionu navíc to mohl stihnout.
portion	parts per million	inanimate	Jeden díl z milionu stál 135 Kč.	instrumental	{0} dílem z milionu	Spokojíme se s 1 dílem z milionu.	{0} díly z milionu	Spokojíme se s 3 díly z milionu.	{0} dílu z milionu	Spokojíme se s 0,1 dílu z milionu.	{0} díly z milionu	Spokojíme se s 5 díly z milionu.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	nominative	{0} desetina promile	Chybí ještě 1 desetina promile.	{0} desetiny promile	Chybí ještě 3 desetiny promile.	{0} desetiny promile	Chybí ještě 0,1 desetiny promile.	{0} desetin promile	Chybí ještě 5 desetin promile.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	accusative	{0} desetinu promile	Naměřili jsme 1 desetinu promile.	{0} desetiny promile	Naměřili jsme 3 desetiny promile.	{0} desetiny promile	Naměřili jsme 0,1 desetiny promile.	{0} desetin promile	Naměřili jsme 5 desetin promile.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	genitive	{0} desetiny promile	Bez 1 desetiny promile se obejdeme.	{0} desetin promile	Bez 3 desetin promile se obejdeme.	{0} desetiny promile	Bez 0,1 desetiny promile se obejdeme.	{0} desetin promile	Bez 5 desetin promile se obejdeme.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	locative	{0} desetině promile	Po 1 desetině promile se zastavil.	{0} desetinách promile	Po 3 desetinách promile se zastavil.	{0} desetiny promile	Po 0,1 desetiny promile se zastavil.	{0} desetinách promile	Po 5 desetinách promile se zastavil.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	dative	{0} desetině promile	Díky 1 desetině promile navíc to mohl stihnout.	{0} desetinám promile	Díky 3 desetinám promile navíc to mohl stihnout.	{0} desetiny promile	Díky 0,1 desetiny promile navíc to mohl stihnout.	{0} desetinám promile	Díky 5 desetinám promile navíc to mohl stihnout.
portion	permyriad	feminine	Jedna desetina promile stála 135 Kč.	instrumental	{0} desetinou promile	Spokojíme se s 1 desetinou promile.	{0} desetinami promile	Spokojíme se s 3 desetinami promile.	{0} desetiny promile	Spokojíme se s 0,1 desetiny promile.	{0} desetinami promile	Spokojíme se s 5 desetinami promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	nominative	{0} promile	Chybí ještě 1 promile.	{0} promile	Chybí ještě 3 promile.	{0} promile	Chybí ještě 0,1 promile.	{0} promile	Chybí ještě 5 promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	accusative	{0} promile	Naměřili jsme 1 promile.	{0} promile	Naměřili jsme 3 promile.	{0} promile	Naměřili jsme 0,1 promile.	{0} promile	Naměřili jsme 5 promile.
portion	permille	neuter	Jedno promile stálo 135 Kč.	genitive	{0} promile	Bez 1 promile se obejdeme.	{0} promile	Bez 3 promile se obejdeme.	{0} promile	Bez 0,1 promile se obejdeme.	{0} promile	Bez 5 promile se obejdeme.
portion	permille	neuter	Jedno promile stálo 135 Kč.	locative	{0} promile	Po 1 promile se zastavil.	{0} promile	Po 3 promile se zastavil.	{0} promile	Po 0,1 promile se zastavil.	{0} promile	Po 5 promile se zastavil.
portion	permille	neuter	Jedno promile stálo 135 Kč.	dative	{0} promile	Díky 1 promile navíc to mohl stihnout.	{0} promile	Díky 3 promile navíc to mohl stihnout.	{0} promile	Díky 0,1 promile navíc to mohl stihnout.	{0} promile	Díky 5 promile navíc to mohl stihnout.
portion	permille	neuter	Jedno promile stálo 135 Kč.	instrumental	{0} promile	Spokojíme se s 1 promile.	{0} promile	Spokojíme se s 3 promile.	{0} promile	Spokojíme se s 0,1 promile.	{0} promile	Spokojíme se s 5 promile.
portion	percent	neuter	Jedno procento stálo 135 Kč.	nominative	{0} procento	Chybí ještě 1 procento.	{0} procenta	Chybí ještě 3 procenta.	{0} procenta	Chybí ještě 0,1 procenta.	{0} procent	Chybí ještě 5 procent.
portion	percent	neuter	Jedno procento stálo 135 Kč.	accusative	{0} procento	Naměřili jsme 1 procento.	{0} procenta	Naměřili jsme 3 procenta.	{0} procenta	Naměřili jsme 0,1 procenta.	{0} procent	Naměřili jsme 5 procent.
portion	percent	neuter	Jedno procento stálo 135 Kč.	genitive	{0} procenta	Bez 1 procenta se obejdeme.	{0} procent	Bez 3 procent se obejdeme.	{0} procenta	Bez 0,1 procenta se obejdeme.	{0} procent	Bez 5 procent se obejdeme.
portion	percent	neuter	Jedno procento stálo 135 Kč.	locative	{0} procentu	Po 1 procentu se zastavil.	{0} procentech	Po 3 procentech se zastavil.	{0} procenta	Po 0,1 procenta se zastavil.	{0} procentech	Po 5 procentech se zastavil.
portion	percent	neuter	Jedno procento stálo 135 Kč.	dative	{0} procentu	Díky 1 procentu navíc to mohl stihnout.	{0} procentům	Díky 3 procentům navíc to mohl stihnout.	{0} procenta	Díky 0,1 procenta navíc to mohl stihnout.	{0} procentům	Díky 5 procentům navíc to mohl stihnout.
portion	percent	neuter	Jedno procento stálo 135 Kč.	instrumental	{0} procentem	Spokojíme se s 1 procentem.	{0} procenty	Spokojíme se s 3 procenty.	{0} procenta	Spokojíme se s 0,1 procenta.	{0} procenty	Spokojíme se s 5 procenty.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	nominative	{0} karát	Chybí ještě 1 karát.	{0} karáty	Chybí ještě 3 karáty.	{0} karátu	Chybí ještě 0,1 karátu.	{0} karátů	Chybí ještě 5 karátů.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	accusative	{0} karát	Naměřili jsme 1 karát.	{0} karáty	Naměřili jsme 3 karáty.	{0} karátu	Naměřili jsme 0,1 karátu.	{0} karátů	Naměřili jsme 5 karátů.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	genitive	{0} karátu	Bez 1 karátu se obejdeme.	{0} karátů	Bez 3 karátů se obejdeme.	{0} karátu	Bez 0,1 karátu se obejdeme.	{0} karátů	Bez 5 karátů se obejdeme.
portion	karat • ( = 4.1˙6%)	inanimate	Jeden karát stál 135 Kč.	locative	{0} karátu	Po 1 karátu se zastavil.	{0} karátech	Po 3 karátech se zastavil.	{0} karátu	Po 0,1 karátu se zastavil.	{0} karátech	Po 5 karátech se zastavil.
