# Grammatical Features
#Locale	ID	Feature	Usage	Values
Latvian	lv	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative
Latvian	lv	grammaticalCase	units	nominative, accusative, genitive, locative, dative
Latvian	lv	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	zero	{0} diennakšu	<div class='cldr_example'><span class='cldr_substituted'>10</span> diennakšu</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakšu</div>
Plural	one	{0} diennakts	<div class='cldr_example'><span class='cldr_substituted'>1</span> diennakts</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> diennakts</div>
Plural	other	{0} diennaktis	<div class='cldr_example'><span class='cldr_substituted'>2</span> diennaktis</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> diennaktis</div>
Case (for measurement units)	nominative	pagājusi {0}	<div class='cldr_example'>pagājusi <span class='cldr_substituted'>1 megapikselis</span></div><div class='cldr_example'>❌  pagājusi <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	accusative	palikt {0}	<div class='cldr_example'>palikt <span class='cldr_substituted'>1 megapikseli</span></div><div class='cldr_example'>❌  palikt <span class='cldr_substituted'>1 megapikselim</span></div>
Case (for measurement units)	genitive	{0} brauciens	<div class='cldr_example'><span class='cldr_substituted'>10 MP</span> brauciens</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1 megapikseli</span> brauciens</div>
Case (for measurement units)	locative	izdarīts {0}	<div class='cldr_example'>izdarīts <span class='cldr_substituted'>1 megapikselī</span></div><div class='cldr_example'>❌  izdarīts <span class='cldr_substituted'>1 megapikseli</span></div>
Case (for measurement units)	dative	pietiks {0}	<div class='cldr_example'>pietiks <span class='cldr_substituted'>1 megapikselim</span></div><div class='cldr_example'>❌  pietiks <span class='cldr_substituted'>1 megapikseli</span></div>
Gender (for measurement units)	masculine	viens {0}	<div class='cldr_example'>viens <span class='cldr_substituted'>mēnesis</span></div><div class='cldr_example'>❌  viens <span class='cldr_substituted'>diena</span></div>
Gender (for measurement units)	feminine	gara {0}	<div class='cldr_example'>gara <span class='cldr_substituted'>diena</span></div><div class='cldr_example'>❌  gara <span class='cldr_substituted'>mēnesis</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for zero	Case MP + pattern with 10.0	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 3.0
energy	calorie • ( = 4.184 J)	feminine	gara kalorija	accusative	{0} kaloriju	palikt 10 kaloriju	{0} kaloriju	palikt 21 kaloriju	{0} kalorijas	palikt 3 kalorijas
energy	calorie • ( = 4.184 J)	feminine	gara kalorija	genitive	{0} kaloriju	10 kaloriju brauciens	{0} kalorijas	21 kalorijas brauciens	{0} kalorijas	3 kalorijas brauciens
energy	calorie • ( = 4.184 J)	feminine	gara kalorija	locative	{0} kaloriju	izdarīts 10 kaloriju	{0} kalorijā	izdarīts 21 kalorijā	{0} kalorijās	izdarīts 3 kalorijās
energy	calorie • ( = 4.184 J)	feminine	gara kalorija	dative	{0} kaloriju	pietiks 10 kaloriju	{0} kalorijai	pietiks 21 kalorijai	{0} kalorijām	pietiks 3 kalorijām
energy	kilojoules	masculine	viens kilodžouls	nominative	{0} kilodžoulu	pagājusi 10 kilodžoulu	{0} kilodžouls	pagājusi 21 kilodžouls	{0} kilodžouli	pagājusi 3 kilodžouli
energy	kilojoules	masculine	viens kilodžouls	accusative	{0} kilodžoulu	palikt 10 kilodžoulu	{0} kilodžoulu	palikt 21 kilodžoulu	{0} kilodžoulus	palikt 3 kilodžoulus
energy	kilojoules	masculine	viens kilodžouls	genitive	{0} kilodžoulu	10 kilodžoulu brauciens	{0} kilodžoula	21 kilodžoula brauciens	{0} kilodžoulu	3 kilodžoulu brauciens
energy	kilojoules	masculine	viens kilodžouls	locative	{0} kilodžoulu	izdarīts 10 kilodžoulu	{0} kilodžoulā	izdarīts 21 kilodžoulā	{0} kilodžoulos	izdarīts 3 kilodžoulos
energy	kilojoules	masculine	viens kilodžouls	dative	{0} kilodžoulu	pietiks 10 kilodžoulu	{0} kilodžoulam	pietiks 21 kilodžoulam	{0} kilodžouliem	pietiks 3 kilodžouliem
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	nominative	{0} britu termisko mērvienību	pagājusi 10 britu termisko mērvienību	{0} britu termiskā mērvienība	pagājusi 21 britu termiskā mērvienība	{0} britu termiskās mērvienības	pagājusi 3 britu termiskās mērvienības
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	accusative	{0} britu termisko mērvienību	palikt 10 britu termisko mērvienību	{0} britu termiskā mērvienība	palikt 21 britu termiskā mērvienība	{0} britu termiskās mērvienības	palikt 3 britu termiskās mērvienības
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	genitive	{0} britu termisko mērvienību	10 britu termisko mērvienību brauciens	{0} britu termiskā mērvienība	21 britu termiskā mērvienība brauciens	{0} britu termiskās mērvienības	3 britu termiskās mērvienības brauciens
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	locative	{0} britu termisko mērvienību	izdarīts 10 britu termisko mērvienību	{0} britu termiskā mērvienība	izdarīts 21 britu termiskā mērvienība	{0} britu termiskās mērvienības	izdarīts 3 britu termiskās mērvienības
energy	british-thermal-unit • ( = 1.0543502644˙8 kJ)	n/a	n/a	dative	{0} britu termisko mērvienību	pietiks 10 britu termisko mērvienību	{0} britu termiskā mērvienība	pietiks 21 britu termiskā mērvienība	{0} britu termiskās mērvienības	pietiks 3 britu termiskās mērvienības
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	nominative	{0} kaloriju	pagājusi 10 kaloriju	{0} kalorija	pagājusi 21 kalorija	{0} kalorijas	pagājusi 3 kalorijas
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	accusative	{0} kaloriju	palikt 10 kaloriju	{0} kalorija	palikt 21 kalorija	{0} kalorijas	palikt 3 kalorijas
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	genitive	{0} kaloriju	10 kaloriju brauciens	{0} kalorija	21 kalorija brauciens	{0} kalorijas	3 kalorijas brauciens
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	locative	{0} kaloriju	izdarīts 10 kaloriju	{0} kalorija	izdarīts 21 kalorija	{0} kalorijas	izdarīts 3 kalorijas
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	dative	{0} kaloriju	pietiks 10 kaloriju	{0} kalorija	pietiks 21 kalorija	{0} kalorijas	pietiks 3 kalorijas
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	gara kilovatstunda	nominative	{0} kilovatstundu	pagājusi 10 kilovatstundu	{0} kilovatstunda	pagājusi 21 kilovatstunda	{0} kilovatstundas	pagājusi 3 kilovatstundas
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	gara kilovatstunda	accusative	{0} kilovatstundu	palikt 10 kilovatstundu	{0} kilovatstundu	palikt 21 kilovatstundu	{0} kilovatstundas	palikt 3 kilovatstundas
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	gara kilovatstunda	genitive	{0} kilovatstundu	10 kilovatstundu brauciens	{0} kilovatstundas	21 kilovatstundas brauciens	{0} kilovatstundu	3 kilovatstundu brauciens
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	gara kilovatstunda	locative	{0} kilovatstundu	izdarīts 10 kilovatstundu	{0} kilovatstundā	izdarīts 21 kilovatstundā	{0} kilovatstundās	izdarīts 3 kilovatstundās
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	feminine	gara kilovatstunda	dative	{0} kilovatstundu	pietiks 10 kilovatstundu	{0} kilovatstundai	pietiks 21 kilovatstundai	{0} kilovatstundām	pietiks 3 kilovatstundām
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	nominative	{0} ASV termisko vienību	pagājusi 10 ASV termisko vienību	{0} ASV termiskā vienība	pagājusi 21 ASV termiskā vienība	{0} ASV termiskās vienības	pagājusi 3 ASV termiskās vienības
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	accusative	{0} ASV termisko vienību	palikt 10 ASV termisko vienību	{0} ASV termiskā vienība	palikt 21 ASV termiskā vienība	{0} ASV termiskās vienības	palikt 3 ASV termiskās vienības
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	genitive	{0} ASV termisko vienību	10 ASV termisko vienību brauciens	{0} ASV termiskā vienība	21 ASV termiskā vienība brauciens	{0} ASV termiskās vienības	3 ASV termiskās vienības brauciens
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	locative	{0} ASV termisko vienību	izdarīts 10 ASV termisko vienību	{0} ASV termiskā vienība	izdarīts 21 ASV termiskā vienība	{0} ASV termiskās vienības	izdarīts 3 ASV termiskās vienības
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	dative	{0} ASV termisko vienību	pietiks 10 ASV termisko vienību	{0} ASV termiskā vienība	pietiks 21 ASV termiskā vienība	{0} ASV termiskās vienības	pietiks 3 ASV termiskās vienības
force	newtons	masculine	viens ņūtons	nominative	{0} N	pagājusi 10 N	{0} ņūtons	pagājusi 21 ņūtons	{0} ņūtoni	pagājusi 3 ņūtoni
force	newtons	masculine	viens ņūtons	accusative	{0} N	palikt 10 N	{0} ņūtonu	palikt 21 ņūtonu	{0} ņūtonus	palikt 3 ņūtonus
force	newtons	masculine	viens ņūtons	genitive	{0} N	10 N brauciens	{0} ņūtona	21 ņūtona brauciens	{0} ņūtonu	3 ņūtonu brauciens
force	newtons	masculine	viens ņūtons	locative	{0} N	izdarīts 10 N	{0} ņūtonā	izdarīts 21 ņūtonā	{0} ņūtonos	izdarīts 3 ņūtonos
force	newtons	masculine	viens ņūtons	dative	{0} N	pietiks 10 N	{0} ņūtonam	pietiks 21 ņūtonam	{0} ņūtoniem	pietiks 3 ņūtoniem
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	nominative	{0} jaudas mārciņu	pagājusi 10 jaudas mārciņu	{0} jaudas mārciņa	pagājusi 21 jaudas mārciņa	{0} jaudas mārciņas	pagājusi 3 jaudas mārciņas
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	accusative	{0} jaudas mārciņu	palikt 10 jaudas mārciņu	{0} jaudas mārciņa	palikt 21 jaudas mārciņa	{0} jaudas mārciņas	palikt 3 jaudas mārciņas
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	genitive	{0} jaudas mārciņu	10 jaudas mārciņu brauciens	{0} jaudas mārciņa	21 jaudas mārciņa brauciens	{0} jaudas mārciņas	3 jaudas mārciņas brauciens
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	locative	{0} jaudas mārciņu	izdarīts 10 jaudas mārciņu	{0} jaudas mārciņa	izdarīts 21 jaudas mārciņa	{0} jaudas mārciņas	izdarīts 3 jaudas mārciņas
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	dative	{0} jaudas mārciņu	pietiks 10 jaudas mārciņu	{0} jaudas mārciņa	pietiks 21 jaudas mārciņa	{0} jaudas mārciņas	pietiks 3 jaudas mārciņas
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	gara kilovatstunda uz 100 kilometriem	nominative	{0} kilovatstundu uz 100 kilometriem	pagājusi 10 kilovatstundu uz 100 kilometriem	{0} kilovatstunda uz 100 kilometriem	pagājusi 21 kilovatstunda uz 100 kilometriem	{0} kilovatstundas uz 100 kilometriem	pagājusi 3 kilovatstundas uz 100 kilometriem
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	gara kilovatstunda uz 100 kilometriem	accusative	{0} kilovatstundu uz 100 kilometriem	palikt 10 kilovatstundu uz 100 kilometriem	{0} kilovatstundu uz 100 kilometriem	palikt 21 kilovatstundu uz 100 kilometriem	{0} kilovatstundas uz 100 kilometriem	palikt 3 kilovatstundas uz 100 kilometriem
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	gara kilovatstunda uz 100 kilometriem	genitive	{0} kilovatstundu uz 100 kilometriem	10 kilovatstundu uz 100 kilometriem brauciens	{0} kilovatstundas uz 100 kilometriem	21 kilovatstundas uz 100 kilometriem brauciens	{0} kilovatstundu uz 100 kilometriem	3 kilovatstundu uz 100 kilometriem brauciens
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	gara kilovatstunda uz 100 kilometriem	locative	{0} kilovatstundu uz 100 kilometriem	izdarīts 10 kilovatstundu uz 100 kilometriem	{0} kilovatstundā uz 100 kilometriem	izdarīts 21 kilovatstundā uz 100 kilometriem	{0} kilovatstundās uz 100 kilometriem	izdarīts 3 kilovatstundās uz 100 kilometriem
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	feminine	gara kilovatstunda uz 100 kilometriem	dative	{0} kilovatstundu uz 100 kilometriem	pietiks 10 kilovatstundu uz 100 kilometriem	{0} kilovatstundai uz 100 kilometriem	pietiks 21 kilovatstundai uz 100 kilometriem	{0} kilovatstundām uz 100 kilometriem	pietiks 3 kilovatstundām uz 100 kilometriem
frequency	hertz	masculine	viens hercs	nominative	{0} hercu	pagājusi 10 hercu	{0} hercs	pagājusi 21 hercs	{0} herci	pagājusi 3 herci
frequency	hertz	masculine	viens hercs	accusative	{0} hercu	palikt 10 hercu	{0} hercu	palikt 21 hercu	{0} hercus	palikt 3 hercus
frequency	hertz	masculine	viens hercs	genitive	{0} hercu	10 hercu brauciens	{0} herca	21 herca brauciens	{0} hercu	3 hercu brauciens
frequency	hertz	masculine	viens hercs	locative	{0} hercu	izdarīts 10 hercu	{0} hercā	izdarīts 21 hercā	{0} hercos	izdarīts 3 hercos
frequency	hertz	masculine	viens hercs	dative	{0} hercu	pietiks 10 hercu	{0} hercam	pietiks 21 hercam	{0} herciem	pietiks 3 herciem
frequency	kilohertz	masculine	viens kilohercs	nominative	{0} kilohercu	pagājusi 10 kilohercu	{0} kilohercs	pagājusi 21 kilohercs	{0} kiloherci	pagājusi 3 kiloherci
frequency	kilohertz	masculine	viens kilohercs	accusative	{0} kilohercu	palikt 10 kilohercu	{0} kilohercu	palikt 21 kilohercu	{0} kilohercus	palikt 3 kilohercus
frequency	kilohertz	masculine	viens kilohercs	genitive	{0} kilohercu	10 kilohercu brauciens	{0} kiloherca	21 kiloherca brauciens	{0} kilohercu	3 kilohercu brauciens
frequency	kilohertz	masculine	viens kilohercs	locative	{0} kilohercu	izdarīts 10 kilohercu	{0} kilohercā	izdarīts 21 kilohercā	{0} kilohercos	izdarīts 3 kilohercos
frequency	kilohertz	masculine	viens kilohercs	dative	{0} kilohercu	pietiks 10 kilohercu	{0} kilohercam	pietiks 21 kilohercam	{0} kiloherciem	pietiks 3 kiloherciem
frequency	megahertz	masculine	viens megahercs	nominative	{0} megahercu	pagājusi 10 megahercu	{0} megahercs	pagājusi 21 megahercs	{0} megaherci	pagājusi 3 megaherci
frequency	megahertz	masculine	viens megahercs	accusative	{0} megahercu	palikt 10 megahercu	{0} megahercu	palikt 21 megahercu	{0} megahercus	palikt 3 megahercus
frequency	megahertz	masculine	viens megahercs	genitive	{0} megahercu	10 megahercu brauciens	{0} megaherca	21 megaherca brauciens	{0} megahercu	3 megahercu brauciens
frequency	megahertz	masculine	viens megahercs	locative	{0} megahercu	izdarīts 10 megahercu	{0} megahercā	izdarīts 21 megahercā	{0} megahercos	izdarīts 3 megahercos
frequency	megahertz	masculine	viens megahercs	dative	{0} megahercu	pietiks 10 megahercu	{0} megahercam	pietiks 21 megahercam	{0} megaherciem	pietiks 3 megaherciem
frequency	gigahertz	masculine	viens gigahercs	nominative	{0} gigahercu	pagājusi 10 gigahercu	{0} gigahercs	pagājusi 21 gigahercs	{0} gigaherci	pagājusi 3 gigaherci
frequency	gigahertz	masculine	viens gigahercs	accusative	{0} gigahercu	palikt 10 gigahercu	{0} gigaherca	palikt 21 gigaherca	{0} gigahercus	palikt 3 gigahercus
frequency	gigahertz	masculine	viens gigahercs	genitive	{0} gigahercu	10 gigahercu brauciens	{0} gigaherca	21 gigaherca brauciens	{0} gigahercu	3 gigahercu brauciens
frequency	gigahertz	masculine	viens gigahercs	locative	{0} gigahercu	izdarīts 10 gigahercu	{0} gigahercā	izdarīts 21 gigahercā	{0} gigahercos	izdarīts 3 gigahercos
frequency	gigahertz	masculine	viens gigahercs	dative	{0} gigahercu	pietiks 10 gigahercu	{0} gigahercam	pietiks 21 gigahercam	{0} gigaherciem	pietiks 3 gigaherciem
graphics	pixel • ( = 1 dot)	masculine	viens pikselis	nominative	{0} px	pagājusi 10 px	{0} pikselis	pagājusi 21 pikselis	{0} pikseļi	pagājusi 3 pikseļi
graphics	pixel • ( = 1 dot)	masculine	viens pikselis	accusative	{0} px	palikt 10 px	{0} pikseli	palikt 21 pikseli	{0} pikseļus	palikt 3 pikseļus
graphics	pixel • ( = 1 dot)	masculine	viens pikselis	genitive	{0} px	10 px brauciens	{0} pikseļa	21 pikseļa brauciens	{0} pikseļu	3 pikseļu brauciens
graphics	pixel • ( = 1 dot)	masculine	viens pikselis	locative	{0} px	izdarīts 10 px	{0} pikselī	izdarīts 21 pikselī	{0} pikseļos	izdarīts 3 pikseļos
graphics	pixel • ( = 1 dot)	masculine	viens pikselis	dative	{0} px	pietiks 10 px	{0} pikselim	pietiks 21 pikselim	{0} pikseļiem	pietiks 3 pikseļiem
graphics	megapixels	masculine	viens megapikselis	nominative	{0} MP	pagājusi 10 MP	{0} megapikselis	pagājusi 21 megapikselis	{0} megapikseļi	pagājusi 3 megapikseļi
graphics	megapixels	masculine	viens megapikselis	accusative	{0} MP	palikt 10 MP	{0} megapikseli	palikt 21 megapikseli	{0} megapikseļus	palikt 3 megapikseļus
graphics	megapixels	masculine	viens megapikselis	genitive	{0} MP	10 MP brauciens	{0} megapikseļa	21 megapikseļa brauciens	{0} megapikseļu	3 megapikseļu brauciens
graphics	megapixels	masculine	viens megapikselis	locative	{0} MP	izdarīts 10 MP	{0} megapikselī	izdarīts 21 megapikselī	{0} megapikseļos	izdarīts 3 megapikseļos
graphics	megapixels	masculine	viens megapikselis	dative	{0} MP	pietiks 10 MP	{0} megapikselim	pietiks 21 megapikselim	{0} megapikseļiem	pietiks 3 megapikseļiem
illuminance	lux	masculine	viens lukss	nominative	{0} luksu	pagājusi 10 luksu	{0} lukss	pagājusi 21 lukss	{0} luksi	pagājusi 3 luksi
illuminance	lux	masculine	viens lukss	accusative	{0} luksu	palikt 10 luksu	{0} luksu	palikt 21 luksu	{0} luksus	palikt 3 luksus
illuminance	lux	masculine	viens lukss	genitive	{0} luksu	10 luksu brauciens	{0} luksa	21 luksa brauciens	{0} luksu	3 luksu brauciens
illuminance	lux	masculine	viens lukss	locative	{0} luksu	izdarīts 10 luksu	{0} luksā	izdarīts 21 luksā	{0} luksos	izdarīts 3 luksos
illuminance	lux	masculine	viens lukss	dative	{0} luksu	pietiks 10 luksu	{0} luksam	pietiks 21 luksam	{0} luksiem	pietiks 3 luksiem
length	picometers	masculine	viens pikometrs	nominative	{0} pikometru	pagājusi 10 pikometru	{0} pikometrs	pagājusi 21 pikometrs	{0} pikometri	pagājusi 3 pikometri
length	picometers	masculine	viens pikometrs	accusative	{0} pikometru	palikt 10 pikometru	{0} pikometru	palikt 21 pikometru	{0} pikometrus	palikt 3 pikometrus
length	picometers	masculine	viens pikometrs	genitive	{0} pikometru	10 pikometru brauciens	{0} pikometra	21 pikometra brauciens	{0} pikometru	3 pikometru brauciens
length	picometers	masculine	viens pikometrs	locative	{0} pikometru	izdarīts 10 pikometru	{0} pikometrā	izdarīts 21 pikometrā	{0} pikometros	izdarīts 3 pikometros
length	picometers	masculine	viens pikometrs	dative	{0} pikometru	pietiks 10 pikometru	{0} pikometram	pietiks 21 pikometram	{0} pikometriem	pietiks 3 pikometriem
length	nanometers	masculine	viens nanometrs	nominative	{0} nanometru	pagājusi 10 nanometru	{0} nanometrs	pagājusi 21 nanometrs	{0} nanometri	pagājusi 3 nanometri
length	nanometers	masculine	viens nanometrs	accusative	{0} nanometru	palikt 10 nanometru	{0} nanometru	palikt 21 nanometru	{0} nanometrus	palikt 3 nanometrus
length	nanometers	masculine	viens nanometrs	genitive	{0} nanometru	10 nanometru brauciens	{0} nanometra	21 nanometra brauciens	{0} nanometru	3 nanometru brauciens
length	nanometers	masculine	viens nanometrs	locative	{0} nanometru	izdarīts 10 nanometru	{0} nanometrā	izdarīts 21 nanometrā	{0} nanometros	izdarīts 3 nanometros
length	nanometers	masculine	viens nanometrs	dative	{0} nanometru	pietiks 10 nanometru	{0} nanometram	pietiks 21 nanometram	{0} nanometriem	pietiks 3 nanometriem
length	micrometers	masculine	viens mikrometrs	nominative	{0} mikrometru	pagājusi 10 mikrometru	{0} mikrometrs	pagājusi 21 mikrometrs	{0} mikrometri	pagājusi 3 mikrometri
length	micrometers	masculine	viens mikrometrs	accusative	{0} mikrometru	palikt 10 mikrometru	{0} mikrometru	palikt 21 mikrometru	{0} mikrometrus	palikt 3 mikrometrus
length	micrometers	masculine	viens mikrometrs	genitive	{0} mikrometru	10 mikrometru brauciens	{0} mikrometra	21 mikrometra brauciens	{0} mikrometru	3 mikrometru brauciens
length	micrometers	masculine	viens mikrometrs	locative	{0} mikrometru	izdarīts 10 mikrometru	{0} mikrometrā	izdarīts 21 mikrometrā	{0} mikrometros	izdarīts 3 mikrometros
length	micrometers	masculine	viens mikrometrs	dative	{0} mikrometru	pietiks 10 mikrometru	{0} mikrometram	pietiks 21 mikrometram	{0} mikrometriem	pietiks 3 mikrometriem
length	point • ( = 352.˙7 μm)	n/a	n/a	nominative	{0} punktu	pagājusi 10 punktu	{0} punkts	pagājusi 21 punkts	{0} punkti	pagājusi 3 punkti
length	point • ( = 352.˙7 μm)	n/a	n/a	accusative	{0} punktu	palikt 10 punktu	{0} punkts	palikt 21 punkts	{0} punkti	palikt 3 punkti
length	point • ( = 352.˙7 μm)	n/a	n/a	genitive	{0} punktu	10 punktu brauciens	{0} punkts	21 punkts brauciens	{0} punkti	3 punkti brauciens
length	point • ( = 352.˙7 μm)	n/a	n/a	locative	{0} punktu	izdarīts 10 punktu	{0} punkts	izdarīts 21 punkts	{0} punkti	izdarīts 3 punkti
length	point • ( = 352.˙7 μm)	n/a	n/a	dative	{0} punktu	pietiks 10 punktu	{0} punkts	pietiks 21 punkts	{0} punkti	pietiks 3 punkti
length	millimeters	masculine	viens milimetrs	nominative	{0} milimetru	pagājusi 10 milimetru	{0} milimetrs	pagājusi 21 milimetrs	{0} milimetri	pagājusi 3 milimetri
length	millimeters	masculine	viens milimetrs	accusative	{0} milimetru	palikt 10 milimetru	{0} milimetru	palikt 21 milimetru	{0} milimetrus	palikt 3 milimetrus
length	millimeters	masculine	viens milimetrs	genitive	{0} milimetru	10 milimetru brauciens	{0} milimetra	21 milimetra brauciens	{0} milimetru	3 milimetru brauciens
length	millimeters	masculine	viens milimetrs	locative	{0} milimetru	izdarīts 10 milimetru	{0} milimetrā	izdarīts 21 milimetrā	{0} milimetos	izdarīts 3 milimetos
length	millimeters	masculine	viens milimetrs	dative	{0} milimetru	pietiks 10 milimetru	{0} milimetram	pietiks 21 milimetram	{0} milimetriem	pietiks 3 milimetriem
length	centimeters	masculine	viens centimetrs	nominative	{0} centimetru	pagājusi 10 centimetru	{0} centimetrs	pagājusi 21 centimetrs	{0} centimetri	pagājusi 3 centimetri
length	centimeters	masculine	viens centimetrs	accusative	{0} centimetru	palikt 10 centimetru	{0} centimetru	palikt 21 centimetru	{0} centimetrus	palikt 3 centimetrus
length	centimeters	masculine	viens centimetrs	genitive	{0} centimetru	10 centimetru brauciens	{0} centimetra	21 centimetra brauciens	{0} centimetru	3 centimetru brauciens
length	centimeters	masculine	viens centimetrs	locative	{0} centimetru	izdarīts 10 centimetru	{0} centimetrā	izdarīts 21 centimetrā	{0} centimetros	izdarīts 3 centimetros
length	centimeters	masculine	viens centimetrs	dative	{0} centimetru	pietiks 10 centimetru	{0} centimetram	pietiks 21 centimetram	{0} centimetriem	pietiks 3 centimetriem
length	inch • ( = 2.54 cm)	n/a	n/a	nominative	{0} collu	pagājusi 10 collu	{0} colla	pagājusi 21 colla	{0} collas	pagājusi 3 collas
length	inch • ( = 2.54 cm)	n/a	n/a	accusative	{0} collu	palikt 10 collu	{0} colla	palikt 21 colla	{0} collas	palikt 3 collas
length	inch • ( = 2.54 cm)	n/a	n/a	genitive	{0} collu	10 collu brauciens	{0} colla	21 colla brauciens	{0} collas	3 collas brauciens
length	inch • ( = 2.54 cm)	n/a	n/a	locative	{0} collu	izdarīts 10 collu	{0} colla	izdarīts 21 colla	{0} collas	izdarīts 3 collas
length	inch • ( = 2.54 cm)	n/a	n/a	dative	{0} collu	pietiks 10 collu	{0} colla	pietiks 21 colla	{0} collas	pietiks 3 collas
length	decimeters	masculine	viens decimetrs	nominative	{0} decimetru	pagājusi 10 decimetru	{0} decimetrs	pagājusi 21 decimetrs	{0} decimetri	pagājusi 3 decimetri
length	decimeters	masculine	viens decimetrs	accusative	{0} decimetru	palikt 10 decimetru	{0} decimetru	palikt 21 decimetru	{0} decimetrus	palikt 3 decimetrus
length	decimeters	masculine	viens decimetrs	genitive	{0} decimetru	10 decimetru brauciens	{0} decimetra	21 decimetra brauciens	{0} decimetru	3 decimetru brauciens
length	decimeters	masculine	viens decimetrs	locative	{0} decimetru	izdarīts 10 decimetru	{0} decimetrā	izdarīts 21 decimetrā	{0} decimetros	izdarīts 3 decimetros
length	decimeters	masculine	viens decimetrs	dative	{0} decimetru	pietiks 10 decimetru	{0} decimetram	pietiks 21 decimetram	{0} decimetriem	pietiks 3 decimetriem
length	foot • ( = 3.048 dm)	n/a	n/a	nominative	{0} pēdu	pagājusi 10 pēdu	{0} pēda	pagājusi 21 pēda	{0} pēdas	pagājusi 3 pēdas
length	foot • ( = 3.048 dm)	n/a	n/a	accusative	{0} pēdu	palikt 10 pēdu	{0} pēda	palikt 21 pēda	{0} pēdas	palikt 3 pēdas
length	foot • ( = 3.048 dm)	n/a	n/a	genitive	{0} pēdu	10 pēdu brauciens	{0} pēda	21 pēda brauciens	{0} pēdas	3 pēdas brauciens
length	foot • ( = 3.048 dm)	n/a	n/a	locative	{0} pēdu	izdarīts 10 pēdu	{0} pēda	izdarīts 21 pēda	{0} pēdas	izdarīts 3 pēdas
length	foot • ( = 3.048 dm)	n/a	n/a	dative	{0} pēdu	pietiks 10 pēdu	{0} pēda	pietiks 21 pēda	{0} pēdas	pietiks 3 pēdas
length	yard • ( = 0.9144 m)	n/a	n/a	nominative	{0} jardu	pagājusi 10 jardu	{0} jards	pagājusi 21 jards	{0} jardi	pagājusi 3 jardi
length	yard • ( = 0.9144 m)	n/a	n/a	accusative	{0} jardu	palikt 10 jardu	{0} jards	palikt 21 jards	{0} jardi	palikt 3 jardi
length	yard • ( = 0.9144 m)	n/a	n/a	genitive	{0} jardu	10 jardu brauciens	{0} jards	21 jards brauciens	{0} jardi	3 jardi brauciens
length	yard • ( = 0.9144 m)	n/a	n/a	locative	{0} jardu	izdarīts 10 jardu	{0} jards	izdarīts 21 jards	{0} jardi	izdarīts 3 jardi
length	yard • ( = 0.9144 m)	n/a	n/a	dative	{0} jardu	pietiks 10 jardu	{0} jards	pietiks 21 jards	{0} jardi	pietiks 3 jardi
