# Grammatical Features
#Locale	ID	Feature	Usage	Values
Punjabi	pa	grammaticalCase	general	nominative, oblique
Punjabi	pa	grammaticalGender	general	masculine, feminine

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} ਘੰਟਾ	<div class='cldr_example'><span class='cldr_substituted'>1</span> ਘੰਟਾ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> ਘੰਟਾ</div>
Plural	other	{0} ਘੰਟੇ	<div class='cldr_example'><span class='cldr_substituted'>2</span> ਘੰਟੇ</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> ਘੰਟੇ</div>
Case (for measurement units)	nominative	ਅਧਿਆਪਕ ਨੇ {0} ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਪੜ੍ਹਾਇਆ</div>
Case (for measurement units)	oblique	ਅਧਿਆਪਕ ਨੇ {0} ਤੱਕ ਪੜ੍ਹਾਇਆ	<div class='cldr_example'>ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>2 ਘੰਟਿਆਂ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div><div class='cldr_example'>❌  ਅਧਿਆਪਕ ਨੇ <span class='cldr_substituted'>1 ਘੰਟਾ</span> ਤੱਕ ਪੜ੍ਹਾਇਆ</div>
Gender (for measurement units)	masculine	ਇਹ ਕਿੰਨੇ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੇ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div>
Gender (for measurement units)	feminine	ਇਹ ਕਿੰਨੀ {0} ਦਾ ਹੈ	<div class='cldr_example'>ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਵਾਟ</span> ਦਾ ਹੈ</div><div class='cldr_example'>❌  ਇਹ ਕਿੰਨੀ <span class='cldr_substituted'>ਦਿਨ</span> ਦਾ ਹੈ</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 3.0
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	nominative	{0} ਕੈਲੋਰੀ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਲੋਰੀ ਪੜ੍ਹਾਇਆ	{0} ਕੈਲੋਰੀਆਂ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਲੋਰੀਆਂ ਪੜ੍ਹਾਇਆ
energy	foodcalorie • ( = 4.184 kJ)	n/a	n/a	oblique	{0} ਕੈਲੋਰੀ	ਅਧਿਆਪਕ ਨੇ 1 ਕੈਲੋਰੀ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕੈਲੋਰੀਆਂ	ਅਧਿਆਪਕ ਨੇ 3 ਕੈਲੋਰੀਆਂ ਤੱਕ ਪੜ੍ਹਾਇਆ
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਵਾਟ ਘੰਟਾ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਵਾਟ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਵਾਟ ਘੰਟਾ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਵਾਟ ਘੰਟੇ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਵਾਟ ਘੰਟੇ ਪੜ੍ਹਾਇਆ
energy	kilowatt-hour • ( = 3600000 kilogram-square meter-seconds per cubic second)	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਵਾਟ ਘੰਟਾ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਵਾਟ ਘੰਟਾ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਵਾਟ ਘੰਟਾ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਵਾਟ ਘੰਟੇ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਵਾਟ ਘੰਟੇ ਤੱਕ ਪੜ੍ਹਾਇਆ
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	nominative	{0} ਯੂ.ਐਸ. ਥੈਰਮ	ਅਧਿਆਪਕ ਨੇ 1 ਯੂ.ਐਸ. ਥੈਰਮ ਪੜ੍ਹਾਇਆ	{0} ਯੂ.ਐਸ. ਥੈਰਮ	ਅਧਿਆਪਕ ਨੇ 3 ਯੂ.ਐਸ. ਥੈਰਮ ਪੜ੍ਹਾਇਆ
energy	therm-us • ( = 105480.4 kJ)	n/a	n/a	oblique	{0} ਯੂ.ਐਸ. ਥੈਰਮ	ਅਧਿਆਪਕ ਨੇ 1 ਯੂ.ਐਸ. ਥੈਰਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਯੂ.ਐਸ. ਥੈਰਮ	ਅਧਿਆਪਕ ਨੇ 3 ਯੂ.ਐਸ. ਥੈਰਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
force	newtons	masculine	ਇਹ ਕਿੰਨੇ ਨਿਊਟਨ ਦਾ ਹੈ	nominative	{0} ਨਿਊਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਨਿਊਟਨ ਪੜ੍ਹਾਇਆ	{0} ਨਿਊਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਨਿਊਟਨ ਪੜ੍ਹਾਇਆ
force	newtons	masculine	ਇਹ ਕਿੰਨੇ ਨਿਊਟਨ ਦਾ ਹੈ	oblique	{0} ਨਿਊਟਨ	ਅਧਿਆਪਕ ਨੇ 1 ਨਿਊਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਨਿਊਟਨ	ਅਧਿਆਪਕ ਨੇ 3 ਨਿਊਟਨ ਤੱਕ ਪੜ੍ਹਾਇਆ
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	nominative	{0} ਪੌਂਡ ਬਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਬਲ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ ਬਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਬਲ ਪੜ੍ਹਾਇਆ
force	pound-force • ( = 4.4482216152605 N)	n/a	n/a	oblique	{0} ਪੌਂਡ ਬਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪੌਂਡ ਬਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪੌਂਡ ਬਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪੌਂਡ ਬਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	masculine	ਇਹ ਕਿੰਨੇ ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਪੜ੍ਹਾਇਆ
force	kilowatt-hour-per-100-kilometer • ( = 36 kilogram-square meter-seconds per meter-cubic second)	masculine	ਇਹ ਕਿੰਨੇ ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿੱਲੋਵਾਟ-ਘੰਟਾ ਪ੍ਰਤੀ 100 ਕਿੱਲੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
frequency	hertz	masculine	ਇਹ ਕਿੰਨੇ ਹਰਟਜ਼ ਦਾ ਹੈ	nominative	{0} ਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ	{0} ਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ
frequency	hertz	masculine	ਇਹ ਕਿੰਨੇ ਹਰਟਜ਼ ਦਾ ਹੈ	oblique	{0} ਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ
frequency	kilohertz	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਹਰਟਜ਼ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ
frequency	kilohertz	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਹਰਟਜ਼ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ
frequency	megahertz	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਹਰਟਜ਼ ਦਾ ਹੈ	nominative	{0} ਮੈਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ
frequency	megahertz	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਹਰਟਜ਼ ਦਾ ਹੈ	oblique	{0} ਮੈਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ
frequency	gigahertz	masculine	ਇਹ ਕਿੰਨੇ ਗੀਗਾਹਰਟਜ਼ ਦਾ ਹੈ	nominative	{0} ਗੀਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਗੀਗਾਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ	{0} ਗੀਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਗੀਗਾਹਰਟਜ਼ ਪੜ੍ਹਾਇਆ
frequency	gigahertz	masculine	ਇਹ ਕਿੰਨੇ ਗੀਗਾਹਰਟਜ਼ ਦਾ ਹੈ	oblique	{0} ਗੀਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਗੀਗਾਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਗੀਗਾਹਰਟਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਗੀਗਾਹਰਟਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ
graphics	pixel • ( = 1 dot)	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕਸਲ ਦਾ ਹੈ	nominative	{0} ਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਪੜ੍ਹਾਇਆ
graphics	pixel • ( = 1 dot)	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕਸਲ ਦਾ ਹੈ	oblique	{0} ਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕਸਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕਸਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
graphics	megapixels	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਪਿਕਸਲ ਦਾ ਹੈ	nominative	{0} ਮੈਗਾਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਪਿਕਸਲ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਪਿਕਸਲ ਪੜ੍ਹਾਇਆ
graphics	megapixels	masculine	ਇਹ ਕਿੰਨੇ ਮੈਗਾਪਿਕਸਲ ਦਾ ਹੈ	oblique	{0} ਮੈਗਾਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੈਗਾਪਿਕਸਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੈਗਾਪਿਕਸਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੈਗਾਪਿਕਸਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
illuminance	lux	masculine	ਇਹ ਕਿੰਨੇ ਲਕਸ ਦਾ ਹੈ	nominative	{0} ਲਕਸ	ਅਧਿਆਪਕ ਨੇ 1 ਲਕਸ ਪੜ੍ਹਾਇਆ	{0} ਲਕਸ	ਅਧਿਆਪਕ ਨੇ 3 ਲਕਸ ਪੜ੍ਹਾਇਆ
illuminance	lux	masculine	ਇਹ ਕਿੰਨੇ ਲਕਸ ਦਾ ਹੈ	oblique	{0} ਲਕਸ	ਅਧਿਆਪਕ ਨੇ 1 ਲਕਸ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਲਕਸ	ਅਧਿਆਪਕ ਨੇ 3 ਲਕਸ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	picometers	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕੋਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਪਿਕੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕੋਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕੋਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	picometers	masculine	ਇਹ ਕਿੰਨੇ ਪਿਕੋਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਪਿਕੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਪਿਕੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪਿਕੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਪਿਕੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	nanometers	masculine	ਇਹ ਕਿੰਨੇ ਨੈਨੋਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਨੈਨੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਨੈਨੋਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਨੈਨੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਨੈਨੋਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	nanometers	masculine	ਇਹ ਕਿੰਨੇ ਨੈਨੋਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਨੈਨੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਨੈਨੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਨੈਨੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਨੈਨੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	micrometers	masculine	ਇਹ ਕਿੰਨੇ ਮਾਈਕਰੋਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਮਾਈਕਰੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਾਈਕਰੋਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਮਾਈਕਰੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਾਈਕਰੋਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	micrometers	masculine	ਇਹ ਕਿੰਨੇ ਮਾਈਕਰੋਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਮਾਈਕਰੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਾਈਕਰੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਾਈਕਰੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਾਈਕਰੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	point • ( = 352.˙7 μm)	n/a	n/a	nominative	{0} ਪੁਆਇੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਪੁਆਇੰਟ ਪੜ੍ਹਾਇਆ	{0} ਪੁਆਇੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਪੁਆਇੰਟ ਪੜ੍ਹਾਇਆ
length	point • ( = 352.˙7 μm)	n/a	n/a	oblique	{0} ਪੁਆਇੰਟ	ਅਧਿਆਪਕ ਨੇ 1 ਪੁਆਇੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਪੁਆਇੰਟ	ਅਧਿਆਪਕ ਨੇ 3 ਪੁਆਇੰਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	millimeters	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਮਿਲੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	millimeters	masculine	ਇਹ ਕਿੰਨੇ ਮਿਲੀਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਮਿਲੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮਿਲੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮਿਲੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮਿਲੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	centimeters	masculine	ਇਹ ਕਿੰਨੇ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਸੈਂਟੀਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	centimeters	masculine	ਇਹ ਕਿੰਨੇ ਸੈਂਟੀਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਸੈਂਟੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਸੈਂਟੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	inch • ( = 2.54 cm)	n/a	n/a	nominative	{0} ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਚ ਪੜ੍ਹਾਇਆ	{0} ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਚ ਪੜ੍ਹਾਇਆ
length	inch • ( = 2.54 cm)	n/a	n/a	oblique	{0} ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 1 ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਇੰਚ	ਅਧਿਆਪਕ ਨੇ 3 ਇੰਚ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	decimeters	masculine	ਇਹ ਕਿੰਨੇ ਡੈਸੀਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਡੈਸੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਸੀਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਡੈਸੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਸੀਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	decimeters	masculine	ਇਹ ਕਿੰਨੇ ਡੈਸੀਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਡੈਸੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਡੈਸੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਡੈਸੀਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਡੈਸੀਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	foot • ( = 3.048 dm)	n/a	n/a	nominative	{0} ਫੁੱਟ	ਅਧਿਆਪਕ ਨੇ 1 ਫੁੱਟ ਪੜ੍ਹਾਇਆ	{0} ਫੁੱਟ	ਅਧਿਆਪਕ ਨੇ 3 ਫੁੱਟ ਪੜ੍ਹਾਇਆ
length	foot • ( = 3.048 dm)	n/a	n/a	oblique	{0} ਫੁੱਟ	ਅਧਿਆਪਕ ਨੇ 1 ਫੁੱਟ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਫੁੱਟ	ਅਧਿਆਪਕ ਨੇ 3 ਫੁੱਟ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	yard • ( = 0.9144 m)	n/a	n/a	nominative	{0} ਗਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਗਜ਼ ਪੜ੍ਹਾਇਆ	{0} ਗਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਗਜ਼ ਪੜ੍ਹਾਇਆ
length	yard • ( = 0.9144 m)	n/a	n/a	oblique	{0} ਗਜ਼	ਅਧਿਆਪਕ ਨੇ 1 ਗਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਗਜ਼	ਅਧਿਆਪਕ ਨੇ 3 ਗਜ਼ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	meters	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	meters	masculine	ਇਹ ਕਿੰਨੇ ਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਟਰਾਂ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਟਰਾਂ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	fathom • ( = 1.8288 m)	n/a	n/a	nominative	{0} ਫ਼ੈਦਮ	ਅਧਿਆਪਕ ਨੇ 1 ਫ਼ੈਦਮ ਪੜ੍ਹਾਇਆ	{0} ਫ਼ੈਦਮ	ਅਧਿਆਪਕ ਨੇ 3 ਫ਼ੈਦਮ ਪੜ੍ਹਾਇਆ
length	fathom • ( = 1.8288 m)	n/a	n/a	oblique	{0} ਫ਼ੈਦਮ	ਅਧਿਆਪਕ ਨੇ 1 ਫ਼ੈਦਮ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਫ਼ੈਦਮ	ਅਧਿਆਪਕ ਨੇ 3 ਫ਼ੈਦਮ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	furlong • ( = 201.168 m)	n/a	n/a	nominative	{0} ਫਰਲਾਂਗ	ਅਧਿਆਪਕ ਨੇ 1 ਫਰਲਾਂਗ ਪੜ੍ਹਾਇਆ	{0} ਫਰਲਾਂਗ	ਅਧਿਆਪਕ ਨੇ 3 ਫਰਲਾਂਗ ਪੜ੍ਹਾਇਆ
length	furlong • ( = 201.168 m)	n/a	n/a	oblique	{0} ਫਰਲਾਂਗ	ਅਧਿਆਪਕ ਨੇ 1 ਫਰਲਾਂਗ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਫਰਲਾਂਗ	ਅਧਿਆਪਕ ਨੇ 3 ਫਰਲਾਂਗ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	kilometers	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਮੀਟਰ ਦਾ ਹੈ	nominative	{0} ਕਿਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਮੀਟਰ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਮੀਟਰ ਪੜ੍ਹਾਇਆ
length	kilometers	masculine	ਇਹ ਕਿੰਨੇ ਕਿਲੋਮੀਟਰ ਦਾ ਹੈ	oblique	{0} ਕਿਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 1 ਕਿਲੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਕਿਲੋਮੀਟਰ	ਅਧਿਆਪਕ ਨੇ 3 ਕਿਲੋਮੀਟਰ ਤੱਕ ਪੜ੍ਹਾਇਆ
length	mile • ( = 1.609344 km)	n/a	n/a	nominative	{0} ਮੀਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ ਪੜ੍ਹਾਇਆ
length	mile • ( = 1.609344 km)	n/a	n/a	oblique	{0} ਮੀਲ	ਅਧਿਆਪਕ ਨੇ 1 ਮੀਲ ਤੱਕ ਪੜ੍ਹਾਇਆ	{0} ਮੀਲ	ਅਧਿਆਪਕ ਨੇ 3 ਮੀਲ ਤੱਕ ਪੜ੍ਹਾਇਆ
