# Grammatical Features
#Locale	ID	Feature	Usage	Values
Icelandic	is	grammaticalCase	general	nominative, accusative, genitive, dative
Icelandic	is	grammaticalDefiniteness	general	indefinite, definite
Icelandic	is	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} dagur	<div class='cldr_example'><span class='cldr_substituted'>1</span> dagur</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> dagur</div>
Plural	other	{0} dagar	<div class='cldr_example'><span class='cldr_substituted'>2</span> dagar</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> dagar</div>
Case (for measurement units)	nominative	hér er {0}	<div class='cldr_example'>hér er <span class='cldr_substituted'>2 dagar</span></div><div class='cldr_example'>❌  hér er <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	accusative	um {0}	<div class='cldr_example'>um <span class='cldr_substituted'>1 dag</span></div><div class='cldr_example'>❌  um <span class='cldr_substituted'>1 degi</span></div>
Case (for measurement units)	genitive	til {0}	<div class='cldr_example'>til <span class='cldr_substituted'>2 daga</span></div><div class='cldr_example'>❌  til <span class='cldr_substituted'>1 dag</span></div>
Case (for measurement units)	dative	frá {0}	<div class='cldr_example'>frá <span class='cldr_substituted'>1 degi</span></div><div class='cldr_example'>❌  frá <span class='cldr_substituted'>1 dag</span></div>
Gender (for measurement units)	masculine	Einn {0} eftir	<div class='cldr_example'>Einn <span class='cldr_substituted'>dagur</span> eftir</div><div class='cldr_example'>❌  Einn <span class='cldr_substituted'>klukkustund</span> eftir</div>
Gender (for measurement units)	feminine	Ein {0} eftir	<div class='cldr_example'>Ein <span class='cldr_substituted'>klukkustund</span> eftir</div><div class='cldr_example'>❌  Ein <span class='cldr_substituted'>dagur</span> eftir</div>
Gender (for measurement units)	neuter	Eitt {0} eftir	<div class='cldr_example'>Eitt <span class='cldr_substituted'>ár</span> eftir</div><div class='cldr_example'>❌  Eitt <span class='cldr_substituted'>klukkustund</span> eftir</div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for other	Case MP + pattern with 2.0
luminous-flux	lumen	neuter	Eitt lúmen eftir	dative	{0} lúmeni	frá 21 lúmeni	{0} lúmenum	frá 2 lúmenum
luminous-intensity	candela	neuter	Eitt kerti eftir	nominative	{0} kerti	hér er 21 kerti	{0} kerti	hér er 2 kerti
luminous-intensity	candela	neuter	Eitt kerti eftir	accusative	{0} kerti	um 21 kerti	{0} kerti	um 2 kerti
luminous-intensity	candela	neuter	Eitt kerti eftir	genitive	{0} kertis	til 21 kertis	{0} kerta	til 2 kerta
luminous-intensity	candela	neuter	Eitt kerti eftir	dative	{0} kerti	frá 21 kerti	{0} kertum	frá 2 kertum
mass	micrograms	neuter	Eitt míkrógramm eftir	nominative	{0} míkrógramm	hér er 21 míkrógramm	{0} míkrógrömm	hér er 2 míkrógrömm
mass	micrograms	neuter	Eitt míkrógramm eftir	accusative	{0} míkrógramm	um 21 míkrógramm	{0} míkrógrömm	um 2 míkrógrömm
mass	micrograms	neuter	Eitt míkrógramm eftir	genitive	{0} míkrógramms	til 21 míkrógramms	{0} míkrógramma	til 2 míkrógramma
mass	micrograms	neuter	Eitt míkrógramm eftir	dative	{0} míkrógrammi	frá 21 míkrógrammi	{0} míkrógrömmum	frá 2 míkrógrömmum
mass	milligrams	neuter	Eitt milligramm eftir	nominative	{0} milligramm	hér er 21 milligramm	{0} milligrömm	hér er 2 milligrömm
mass	milligrams	neuter	Eitt milligramm eftir	accusative	{0} milligramm	um 21 milligramm	{0} milligrömm	um 2 milligrömm
mass	milligrams	neuter	Eitt milligramm eftir	genitive	{0} milligramms	til 21 milligramms	{0} milligramma	til 2 milligramma
mass	milligrams	neuter	Eitt milligramm eftir	dative	{0} milligrammi	frá 21 milligrammi	{0} milligrömmum	frá 2 milligrömmum
mass	grain • ( = 64.79891 mg)	n/a	n/a	nominative	{0} ögn	hér er 21 ögn	{0} agnir	hér er 2 agnir
mass	grain • ( = 64.79891 mg)	n/a	n/a	accusative	{0} ögn	um 21 ögn	{0} agnir	um 2 agnir
mass	grain • ( = 64.79891 mg)	n/a	n/a	genitive	{0} ögn	til 21 ögn	{0} agnir	til 2 agnir
mass	grain • ( = 64.79891 mg)	n/a	n/a	dative	{0} ögn	frá 21 ögn	{0} agnir	frá 2 agnir
mass	carat • ( = 200 mg)	neuter	Eitt karat eftir	nominative	{0} karat	hér er 21 karat	{0} karöt	hér er 2 karöt
mass	carat • ( = 200 mg)	neuter	Eitt karat eftir	accusative	{0} karat	um 21 karat	{0} karöt	um 2 karöt
mass	carat • ( = 200 mg)	neuter	Eitt karat eftir	genitive	{0} karats	til 21 karats	{0} karata	til 2 karata
mass	carat • ( = 200 mg)	neuter	Eitt karat eftir	dative	{0} karati	frá 21 karati	{0} karötum	frá 2 karötum
mass	grams	neuter	Eitt gramm eftir	nominative	{0} gramm	hér er 21 gramm	{0} grömm	hér er 2 grömm
mass	grams	neuter	Eitt gramm eftir	accusative	{0} gramm	um 21 gramm	{0} grömm	um 2 grömm
mass	grams	neuter	Eitt gramm eftir	genitive	{0} gramms	til 21 gramms	{0} gramma	til 2 gramma
mass	grams	neuter	Eitt gramm eftir	dative	{0} grammi	frá 21 grammi	{0} grömmum	frá 2 grömmum
mass	ounce • ( = 28.349523125 g)	n/a	n/a	nominative	{0} únsa	hér er 21 únsa	{0} únsur	hér er 2 únsur
mass	ounce • ( = 28.349523125 g)	n/a	n/a	accusative	{0} únsa	um 21 únsa	{0} únsur	um 2 únsur
mass	ounce • ( = 28.349523125 g)	n/a	n/a	genitive	{0} únsa	til 21 únsa	{0} únsur	til 2 únsur
mass	ounce • ( = 28.349523125 g)	n/a	n/a	dative	{0} únsa	frá 21 únsa	{0} únsur	frá 2 únsur
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	nominative	{0} troyesúnsa	hér er 21 troyesúnsa	{0} troyesúnsur	hér er 2 troyesúnsur
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	accusative	{0} troyesúnsa	um 21 troyesúnsa	{0} troyesúnsur	um 2 troyesúnsur
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	genitive	{0} troyesúnsa	til 21 troyesúnsa	{0} troyesúnsur	til 2 troyesúnsur
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	dative	{0} troyesúnsa	frá 21 troyesúnsa	{0} troyesúnsur	frá 2 troyesúnsur
mass	pound • ( = 453.59237 g)	n/a	n/a	nominative	{0} pund	hér er 21 pund	{0} pund	hér er 2 pund
mass	pound • ( = 453.59237 g)	n/a	n/a	accusative	{0} pund	um 21 pund	{0} pund	um 2 pund
mass	pound • ( = 453.59237 g)	n/a	n/a	genitive	{0} pund	til 21 pund	{0} pund	til 2 pund
mass	pound • ( = 453.59237 g)	n/a	n/a	dative	{0} pund	frá 21 pund	{0} pund	frá 2 pund
mass	kilograms	neuter	Eitt kílógramm eftir	nominative	{0} kílógramm	hér er 21 kílógramm	{0} kílógrömm	hér er 2 kílógrömm
mass	kilograms	neuter	Eitt kílógramm eftir	accusative	{0} kílógramm	um 21 kílógramm	{0} kílógrömm	um 2 kílógrömm
mass	kilograms	neuter	Eitt kílógramm eftir	genitive	{0} kílógramms	til 21 kílógramms	{0} kílógramma	til 2 kílógramma
mass	kilograms	neuter	Eitt kílógramm eftir	dative	{0} kílógrammi	frá 21 kílógrammi	{0} kílógrömmum	frá 2 kílógrömmum
mass	stone • ( = 6.35029318 kg)	n/a	n/a	nominative	{0} stone	hér er 21 stone	{0} stones	hér er 2 stones
mass	stone • ( = 6.35029318 kg)	n/a	n/a	accusative	{0} stone	um 21 stone	{0} stones	um 2 stones
mass	stone • ( = 6.35029318 kg)	n/a	n/a	genitive	{0} stone	til 21 stone	{0} stones	til 2 stones
mass	stone • ( = 6.35029318 kg)	n/a	n/a	dative	{0} stone	frá 21 stone	{0} stones	frá 2 stones
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} bandarískt tonn	hér er 21 bandarískt tonn	{0} bandarísk tonn	hér er 2 bandarísk tonn
mass	ton • ( = 0.90718474 t)	n/a	n/a	accusative	{0} bandarískt tonn	um 21 bandarískt tonn	{0} bandarísk tonn	um 2 bandarísk tonn
mass	ton • ( = 0.90718474 t)	n/a	n/a	genitive	{0} bandarískt tonn	til 21 bandarískt tonn	{0} bandarísk tonn	til 2 bandarísk tonn
mass	ton • ( = 0.90718474 t)	n/a	n/a	dative	{0} bandarískt tonn	frá 21 bandarískt tonn	{0} bandarísk tonn	frá 2 bandarísk tonn
mass	metric tons	neuter	Eitt tonn eftir	nominative	{0} tonn	hér er 21 tonn	{0} tonn	hér er 2 tonn
mass	metric tons	neuter	Eitt tonn eftir	accusative	{0} tonn	um 21 tonn	{0} tonn	um 2 tonn
mass	metric tons	neuter	Eitt tonn eftir	genitive	{0} tonns	til 21 tonns	{0} tonna	til 2 tonna
mass	metric tons	neuter	Eitt tonn eftir	dative	{0} tonni	frá 21 tonni	{0} tonnum	frá 2 tonnum
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} jarðmassi	hér er 21 jarðmassi	{0} jarðmassar	hér er 2 jarðmassar
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	accusative	{0} jarðmassi	um 21 jarðmassi	{0} jarðmassar	um 2 jarðmassar
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	genitive	{0} jarðmassi	til 21 jarðmassi	{0} jarðmassar	til 2 jarðmassar
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	dative	{0} jarðmassi	frá 21 jarðmassi	{0} jarðmassar	frá 2 jarðmassar
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} sólmassi	hér er 21 sólmassi	{0} sólmassar	hér er 2 sólmassar
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	accusative	{0} sólmassi	um 21 sólmassi	{0} sólmassar	um 2 sólmassar
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	genitive	{0} sólmassi	til 21 sólmassi	{0} sólmassar	til 2 sólmassar
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	dative	{0} sólmassi	frá 21 sólmassi	{0} sólmassar	frá 2 sólmassar
night-duration	nights	n/a	n/a	nominative	{0} night	hér er 21 night	{0} night	hér er 2 night
night-duration	nights	n/a	n/a	accusative	{0} night	um 21 night	{0} night	um 2 night
night-duration	nights	n/a	n/a	genitive	{0} night	til 21 night	{0} night	til 2 night
night-duration	nights	n/a	n/a	dative	{0} night	frá 21 night	{0} night	frá 2 night
portion	parts per billion	n/a	n/a	nominative	{0} ppb	hér er 21 ppb	{0} ppb	hér er 2 ppb
portion	parts per billion	n/a	n/a	accusative	{0} ppb	um 21 ppb	{0} ppb	um 2 ppb
portion	parts per billion	n/a	n/a	genitive	{0} ppb	til 21 ppb	{0} ppb	til 2 ppb
portion	parts per billion	n/a	n/a	dative	{0} ppb	frá 21 ppb	{0} ppb	frá 2 ppb
portion	parts per million	masculine	Einn milljónarhluti eftir	nominative	{0} milljónarhluti	hér er 21 milljónarhluti	{0} milljónarhlutar	hér er 2 milljónarhlutar
portion	parts per million	masculine	Einn milljónarhluti eftir	accusative	{0} milljónarhluta	um 21 milljónarhluta	{0} milljónarhluta	um 2 milljónarhluta
portion	parts per million	masculine	Einn milljónarhluti eftir	genitive	{0} milljónarhluta	til 21 milljónarhluta	{0} milljónarhluta	til 2 milljónarhluta
portion	parts per million	masculine	Einn milljónarhluti eftir	dative	{0} milljónarhluta	frá 21 milljónarhluta	{0} milljónarhlutum	frá 2 milljónarhlutum
portion	permyriad	neuter	Eitt permyriad eftir	nominative	{0} permyriad	hér er 21 permyriad	{0} permyriad	hér er 2 permyriad
portion	permyriad	neuter	Eitt permyriad eftir	accusative	{0} permyriad	um 21 permyriad	{0} permyriad	um 2 permyriad
portion	permyriad	neuter	Eitt permyriad eftir	genitive	{0} permyriad	til 21 permyriad	{0} permyriad	til 2 permyriad
portion	permyriad	neuter	Eitt permyriad eftir	dative	{0} permyriad	frá 21 permyriad	{0} permyriad	frá 2 permyriad
portion	permille	neuter	Eitt prómill eftir	nominative	{0} prómill	hér er 21 prómill	{0} prómill	hér er 2 prómill
portion	permille	neuter	Eitt prómill eftir	accusative	{0} prómill	um 21 prómill	{0} prómill	um 2 prómill
portion	permille	neuter	Eitt prómill eftir	genitive	{0} prómills	til 21 prómills	{0} prómilla	til 2 prómilla
portion	permille	neuter	Eitt prómill eftir	dative	{0} prómilli	frá 21 prómilli	{0} prómillum	frá 2 prómillum
portion	percent	neuter	Eitt prósent eftir	nominative	{0} prósent	hér er 21 prósent	{0} prósent	hér er 2 prósent
portion	percent	neuter	Eitt prósent eftir	accusative	{0} prósent	um 21 prósent	{0} prósent	um 2 prósent
portion	percent	neuter	Eitt prósent eftir	genitive	{0} prósents	til 21 prósents	{0} prósenta	til 2 prósenta
portion	percent	neuter	Eitt prósent eftir	dative	{0} prósenti	frá 21 prósenti	{0} prósentum	frá 2 prósentum
portion	karat • ( = 4.1˙6%)	neuter	Eitt karat eftir	nominative	{0} karat	hér er 21 karat	{0} karöt	hér er 2 karöt
portion	karat • ( = 4.1˙6%)	neuter	Eitt karat eftir	accusative	{0} karat	um 21 karat	{0} karöt	um 2 karöt
portion	karat • ( = 4.1˙6%)	neuter	Eitt karat eftir	genitive	{0} karats	til 21 karats	{0} karata	til 2 karata
portion	karat • ( = 4.1˙6%)	neuter	Eitt karat eftir	dative	{0} karati	frá 21 karati	{0} karötum	frá 2 karötum
power	milliwatts	neuter	Eitt millivatt eftir	nominative	{0} millivatt	hér er 21 millivatt	{0} millivött	hér er 2 millivött
power	milliwatts	neuter	Eitt millivatt eftir	accusative	{0} millivatt	um 21 millivatt	{0} millivött	um 2 millivött
power	milliwatts	neuter	Eitt millivatt eftir	genitive	{0} millivatts	til 21 millivatts	{0} millivatta	til 2 millivatta
power	milliwatts	neuter	Eitt millivatt eftir	dative	{0} millivatti	frá 21 millivatti	{0} millivöttum	frá 2 millivöttum
power	watts	neuter	Eitt vatt eftir	nominative	{0} vatt	hér er 21 vatt	{0} vött	hér er 2 vött
power	watts	neuter	Eitt vatt eftir	accusative	{0} vatt	um 21 vatt	{0} vött	um 2 vött
power	watts	neuter	Eitt vatt eftir	genitive	{0} vatts	til 21 vatts	{0} vatta	til 2 vatta
power	watts	neuter	Eitt vatt eftir	dative	{0} vatti	frá 21 vatti	{0} vöttum	frá 2 vöttum
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	nominative	{0} hestafl	hér er 21 hestafl	{0} hestöfl	hér er 2 hestöfl
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	accusative	{0} hestafl	um 21 hestafl	{0} hestöfl	um 2 hestöfl
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	genitive	{0} hestafl	til 21 hestafl	{0} hestöfl	til 2 hestöfl
power	horsepower • ( = 0.74569987158227022 kW)	n/a	n/a	dative	{0} hestafl	frá 21 hestafl	{0} hestöfl	frá 2 hestöfl
power	kilowatts	neuter	Eitt kílóvatt eftir	nominative	{0} kílóvatt	hér er 21 kílóvatt	{0} kílóvött	hér er 2 kílóvött
power	kilowatts	neuter	Eitt kílóvatt eftir	accusative	{0} kílóvatt	um 21 kílóvatt	{0} kílóvött	um 2 kílóvött
power	kilowatts	neuter	Eitt kílóvatt eftir	genitive	{0} kílóvatts	til 21 kílóvatts	{0} kílóvatta	til 2 kílóvatta
power	kilowatts	neuter	Eitt kílóvatt eftir	dative	{0} kílóvatt	frá 21 kílóvatt	{0} kílóvöttum	frá 2 kílóvöttum
power	megawatts	neuter	Eitt megavatt eftir	nominative	{0} megavatt	hér er 21 megavatt	{0} megavött	hér er 2 megavött
power	megawatts	neuter	Eitt megavatt eftir	accusative	{0} megavatt	um 21 megavatt	{0} megavött	um 2 megavött
power	megawatts	neuter	Eitt megavatt eftir	genitive	{0} megavatts	til 21 megavatts	{0} megavatta	til 2 megavatta
power	megawatts	neuter	Eitt megavatt eftir	dative	{0} megavatti	frá 21 megavatti	{0} megavöttum	frá 2 megavöttum
power	gigawatts	neuter	Eitt gígavatt eftir	nominative	{0} gígavatt	hér er 21 gígavatt	{0} gígavött	hér er 2 gígavött
power	gigawatts	neuter	Eitt gígavatt eftir	accusative	{0} gígavatt	um 21 gígavatt	{0} gígavött	um 2 gígavött
power	gigawatts	neuter	Eitt gígavatt eftir	genitive	{0} gígavatts	til 21 gígavatts	{0} gígavatta	til 2 gígavatta
power	gigawatts	neuter	Eitt gígavatt eftir	dative	{0} gígavatti	frá 21 gígavatti	{0} gígavöttum	frá 2 gígavöttum
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	nominative	{0} ljósafl sólar	hér er 21 ljósafl sólar	{0} ljósafl sólar	hér er 2 ljósafl sólar
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	accusative	{0} ljósafl sólar	um 21 ljósafl sólar	{0} ljósafl sólar	um 2 ljósafl sólar
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	genitive	{0} ljósafl sólar	til 21 ljósafl sólar	{0} ljósafl sólar	til 2 ljósafl sólar
power	solar-luminosity • ( = 382800000000000000 GW)	n/a	n/a	dative	{0} ljósafl sólar	frá 21 ljósafl sólar	{0} ljósafl sólar	frá 2 ljósafl sólar
pressure	pascals	neuter	Eitt paskal eftir	nominative	{0} paskal	hér er 21 paskal	{0} pasköl	hér er 2 pasköl
pressure	pascals	neuter	Eitt paskal eftir	accusative	{0} paskal	um 21 paskal	{0} pasköl	um 2 pasköl
pressure	pascals	neuter	Eitt paskal eftir	genitive	{0} paskals	til 21 paskals	{0} paskala	til 2 paskala
pressure	pascals	neuter	Eitt paskal eftir	dative	{0} paskali	frá 21 paskali	{0} paskölum	frá 2 paskölum
pressure	hectopascal • ( = 1 mbar)	neuter	Eitt hektópaskal eftir	nominative	{0} hektópaskal	hér er 21 hektópaskal	{0} hektópasköl	hér er 2 hektópasköl
pressure	hectopascal • ( = 1 mbar)	neuter	Eitt hektópaskal eftir	accusative	{0} hektópaskal	um 21 hektópaskal	{0} hektópasköl	um 2 hektópasköl
pressure	hectopascal • ( = 1 mbar)	neuter	Eitt hektópaskal eftir	genitive	{0} hektópaskals	til 21 hektópaskals	{0} hektópaskala	til 2 hektópaskala
pressure	hectopascal • ( = 1 mbar)	neuter	Eitt hektópaskal eftir	dative	{0} hektópaskali	frá 21 hektópaskali	{0} hektópaskölum	frá 2 hektópaskölum
pressure	millibars	neuter	Eitt millibar eftir	nominative	{0} millibar	hér er 21 millibar	{0} millibör	hér er 2 millibör
pressure	millibars	neuter	Eitt millibar eftir	accusative	{0} millibar	um 21 millibar	{0} millibör	um 2 millibör
pressure	millibars	neuter	Eitt millibar eftir	genitive	{0} millibars	til 21 millibars	{0} millibara	til 2 millibara
pressure	millibars	neuter	Eitt millibar eftir	dative	{0} millibar	frá 21 millibar	{0} millibörum	frá 2 millibörum
pressure	kilopascals	neuter	Eitt kílópaskal eftir	nominative	{0} kílópaskal	hér er 21 kílópaskal	{0} kílópasköl	hér er 2 kílópasköl
pressure	kilopascals	neuter	Eitt kílópaskal eftir	accusative	{0} kílópaskal	um 21 kílópaskal	{0} kílópasköl	um 2 kílópasköl
pressure	kilopascals	neuter	Eitt kílópaskal eftir	genitive	{0} kílópaskals	til 21 kílópaskals	{0} kílópaskala	til 2 kílópaskala
pressure	kilopascals	neuter	Eitt kílópaskal eftir	dative	{0} kílópaskali	frá 21 kílópaskali	{0} kílópaskölum	frá 2 kílópaskölum
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} tomma af kvikasilfri	hér er 21 tomma af kvikasilfri	{0} tommur af kvikasilfri	hér er 2 tommur af kvikasilfri
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} tomma af kvikasilfri	um 21 tomma af kvikasilfri	{0} tommur af kvikasilfri	um 2 tommur af kvikasilfri
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} tomma af kvikasilfri	til 21 tomma af kvikasilfri	{0} tommur af kvikasilfri	til 2 tommur af kvikasilfri
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	n/a	n/a	dative	{0} tomma af kvikasilfri	frá 21 tomma af kvikasilfri	{0} tommur af kvikasilfri	frá 2 tommur af kvikasilfri
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	nominative	{0} pund á fertommu	hér er 21 pund á fertommu	{0} pund á fertommu	hér er 2 pund á fertommu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	accusative	{0} pund á fertommu	um 21 pund á fertommu	{0} pund á fertommu	um 2 pund á fertommu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	genitive	{0} pund á fertommu	til 21 pund á fertommu	{0} pund á fertommu	til 2 pund á fertommu
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	n/a	n/a	dative	{0} pund á fertommu	frá 21 pund á fertommu	{0} pund á fertommu	frá 2 pund á fertommu
pressure	bars	neuter	Eitt bar eftir	nominative	{0} bar	hér er 21 bar	{0} bör	hér er 2 bör
pressure	bars	neuter	Eitt bar eftir	accusative	{0} bar	um 21 bar	{0} bör	um 2 bör
pressure	bars	neuter	Eitt bar eftir	genitive	{0} bars	til 21 bars	{0} bara	til 2 bara
pressure	bars	neuter	Eitt bar eftir	dative	{0} bari	frá 21 bari	{0} börum	frá 2 börum
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ein loftþyngd eftir	nominative	{0} loftþyngd	hér er 21 loftþyngd	{0} loftþyngdir	hér er 2 loftþyngdir
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ein loftþyngd eftir	accusative	{0} loftþyngd	um 21 loftþyngd	{0} loftþyngdir	um 2 loftþyngdir
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ein loftþyngd eftir	genitive	{0} loftþyngdar	til 21 loftþyngdar	{0} loftþyngda	til 2 loftþyngda
pressure	atmosphere • ( = 1.01325 bar)	feminine	Ein loftþyngd eftir	dative	{0} loftþyngd	frá 21 loftþyngd	{0} loftþyngdum	frá 2 loftþyngdum
pressure	megapascals	neuter	Eitt megapaskal eftir	nominative	{0} megapaskal	hér er 21 megapaskal	{0} megapasköl	hér er 2 megapasköl
pressure	megapascals	neuter	Eitt megapaskal eftir	accusative	{0} megapaskal	um 21 megapaskal	{0} megapasköl	um 2 megapasköl
pressure	megapascals	neuter	Eitt megapaskal eftir	genitive	{0} megapaskals	til 21 megapaskals	{0} megapaskala	til 2 megapaskala
pressure	megapascals	neuter	Eitt megapaskal eftir	dative	{0} megapaskali	frá 21 megapaskali	{0} megapaskölum	frá 2 megapaskölum
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} pixill á tommu	hér er 21 pixill á tommu	{0} pixlar á tommu	hér er 2 pixlar á tommu
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} pixill á tommu	um 21 pixill á tommu	{0} pixlar á tommu	um 2 pixlar á tommu
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} pixill á tommu	til 21 pixill á tommu	{0} pixlar á tommu	til 2 pixlar á tommu
resolution	dot-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	dative	{0} pixill á tommu	frá 21 pixill á tommu	{0} pixlar á tommu	frá 2 pixlar á tommu
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	nominative	{0} pixill á tommu	hér er 21 pixill á tommu	{0} pixlar á tommu	hér er 2 pixlar á tommu
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	accusative	{0} pixill á tommu	um 21 pixill á tommu	{0} pixlar á tommu	um 2 pixlar á tommu
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	genitive	{0} pixill á tommu	til 21 pixill á tommu	{0} pixlar á tommu	til 2 pixlar á tommu
resolution	pixel-per-inch • ( = ~39.37007874015748 pixels per meter)	n/a	n/a	dative	{0} pixill á tommu	frá 21 pixill á tommu	{0} pixlar á tommu	frá 2 pixlar á tommu
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Einn pixill á sentimetra eftir	nominative	{0} pixill á sentimetra	hér er 21 pixill á sentimetra	{0} pixlar á sentimetra	hér er 2 pixlar á sentimetra
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Einn pixill á sentimetra eftir	accusative	{0} pixil á sentimetra	um 21 pixil á sentimetra	{0} pixla á sentimetra	um 2 pixla á sentimetra
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Einn pixill á sentimetra eftir	genitive	{0} pixils á sentimetra	til 21 pixils á sentimetra	{0} pixla á sentimetra	til 2 pixla á sentimetra
resolution	pixel-per-centimeter • ( = 1 dpcm)	masculine	Einn pixill á sentimetra eftir	dative	{0} pixli á sentimetra	frá 21 pixli á sentimetra	{0} pixlum á sentimetra	frá 2 pixlum á sentimetra
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	Einn kílómetri á klukkustund eftir	nominative	{0} kílómetri á klukkustund	hér er 21 kílómetri á klukkustund	{0} kílómetrar á klukkustund	hér er 2 kílómetrar á klukkustund
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	Einn kílómetri á klukkustund eftir	accusative	{0} kílómetra á klukkustund	um 21 kílómetra á klukkustund	{0} kílómetra á klukkustund	um 2 kílómetra á klukkustund
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	Einn kílómetri á klukkustund eftir	genitive	{0} kílómetra á klukkustund	til 21 kílómetra á klukkustund	{0} kílómetra á klukkustund	til 2 kílómetra á klukkustund
speed	kilometer-per-hour • ( = 0.2˙7 m/s)	masculine	Einn kílómetri á klukkustund eftir	dative	{0} kílómetra á klukkustund	frá 21 kílómetra á klukkustund	{0} kílómetrum á klukkustund	frá 2 kílómetrum á klukkustund
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	nominative	{0} míla á klukkustund	hér er 21 míla á klukkustund	{0} mílur á klukkustund	hér er 2 mílur á klukkustund
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	accusative	{0} míla á klukkustund	um 21 míla á klukkustund	{0} mílur á klukkustund	um 2 mílur á klukkustund
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	genitive	{0} míla á klukkustund	til 21 míla á klukkustund	{0} mílur á klukkustund	til 2 mílur á klukkustund
speed	mile-per-hour • ( = 0.44704 m/s)	n/a	n/a	dative	{0} míla á klukkustund	frá 21 míla á klukkustund	{0} mílur á klukkustund	frá 2 mílur á klukkustund
speed	meters per second	masculine	Einn metri á sekúndu eftir	nominative	{0} metri á sekúndu	hér er 21 metri á sekúndu	{0} metrar á sekúndu	hér er 2 metrar á sekúndu
speed	meters per second	masculine	Einn metri á sekúndu eftir	accusative	{0} metra á sekúndu	um 21 metra á sekúndu	{0} metra á sekúndu	um 2 metra á sekúndu
speed	meters per second	masculine	Einn metri á sekúndu eftir	genitive	{0} metra á sekúndu	til 21 metra á sekúndu	{0} metra á sekúndu	til 2 metra á sekúndu
