# Grammatical Features
#Locale	ID	Feature	Usage	Values
Tamil	ta	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental, ablative
Tamil	ta	grammaticalCase	units	nominative, accusative, dative, ablative

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} நாள்	<div class='cldr_example'><span class='cldr_substituted'>1</span> நாள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> நாள்</div>
Plural	other	{0} நாட்கள்	<div class='cldr_example'><span class='cldr_substituted'>2</span> நாட்கள்</div><div class='cldr_example'>❌  <span class='cldr_substituted'>1</span> நாட்கள்</div>
Case (for measurement units)	nominative	{0} ரூ. 50 மதிப்புடையது	<div class='cldr_example'><span class='cldr_substituted'>2 நாட்கள்</span> ரூ. 50 மதிப்புடையது</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2 நாட்களில்</span> ரூ. 50 மதிப்புடையது</div>
Case (for measurement units)	accusative	… என்பதை {0} … ஆல் பெருக்குதல்	<div class='cldr_example'>… என்பதை <span class='cldr_substituted'>2 நாட்களை</span> … ஆல் பெருக்குதல்</div><div class='cldr_example'>❌  … என்பதை <span class='cldr_substituted'>2 நாட்களில்</span> … ஆல் பெருக்குதல்</div>
Case (for measurement units)	dative	… என்பதற்கு {0} …	<div class='cldr_example'>… என்பதற்கு <span class='cldr_substituted'>2 நாட்களுக்கு</span> …</div><div class='cldr_example'>❌  … என்பதற்கு <span class='cldr_substituted'>2 நாட்களில்</span> …</div>
Case (for measurement units)	ablative	… என்பதிலிருந்து {0} …	<div class='cldr_example'>… என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களில்</span> …</div><div class='cldr_example'>❌  … என்பதிலிருந்து <span class='cldr_substituted'>2 நாட்களை</span> …</div>

# Unit Case and Gender Info
#Quantity	Unit	Case	Pattern for one	Case MP + pattern with 1.0	Pattern for other	Case MP + pattern with 2.0
mass	ounce-troy • ( = 31.10348 g)	ablative	{0} ட்ராய் அவுன்ஸ்	… என்பதிலிருந்து 1 ட்ராய் அவுன்ஸ் …	{0} ட்ராய் அவுன்ஸ்கள்	… என்பதிலிருந்து 2 ட்ராய் அவுன்ஸ்கள் …
mass	pound • ( = 453.59237 g)	nominative	{0} பவுண்டு	1 பவுண்டு ரூ. 50 மதிப்புடையது	{0} பவுண்டுகள்	2 பவுண்டுகள் ரூ. 50 மதிப்புடையது
mass	pound • ( = 453.59237 g)	accusative	{0} பவுண்டு	… என்பதை 1 பவுண்டு … ஆல் பெருக்குதல்	{0} பவுண்டுகள்	… என்பதை 2 பவுண்டுகள் … ஆல் பெருக்குதல்
mass	pound • ( = 453.59237 g)	dative	{0} பவுண்டு	… என்பதற்கு 1 பவுண்டு …	{0} பவுண்டுகள்	… என்பதற்கு 2 பவுண்டுகள் …
mass	pound • ( = 453.59237 g)	ablative	{0} பவுண்டு	… என்பதிலிருந்து 1 பவுண்டு …	{0} பவுண்டுகள்	… என்பதிலிருந்து 2 பவுண்டுகள் …
mass	kilograms	nominative	{0} கிலோகிராம்	1 கிலோகிராம் ரூ. 50 மதிப்புடையது	{0} கிலோகிராம்கள்	2 கிலோகிராம்கள் ரூ. 50 மதிப்புடையது
mass	kilograms	accusative	{0} கிலோகிராமை	… என்பதை 1 கிலோகிராமை … ஆல் பெருக்குதல்	{0} கிலோகிராம்களை	… என்பதை 2 கிலோகிராம்களை … ஆல் பெருக்குதல்
mass	kilograms	dative	{0} கிலோகிராமுக்கு	… என்பதற்கு 1 கிலோகிராமுக்கு …	{0} கிலோகிராம்களுக்கு	… என்பதற்கு 2 கிலோகிராம்களுக்கு …
mass	kilograms	ablative	{0} கிலோகிராமில்	… என்பதிலிருந்து 1 கிலோகிராமில் …	{0} கிலோகிராம்களில்	… என்பதிலிருந்து 2 கிலோகிராம்களில் …
mass	stone • ( = 6.35029318 kg)	nominative	{0} ஸ்டோன்	1 ஸ்டோன் ரூ. 50 மதிப்புடையது	{0} ஸ்டோன்ஸ்	2 ஸ்டோன்ஸ் ரூ. 50 மதிப்புடையது
mass	stone • ( = 6.35029318 kg)	accusative	{0} ஸ்டோன்	… என்பதை 1 ஸ்டோன் … ஆல் பெருக்குதல்	{0} ஸ்டோன்ஸ்	… என்பதை 2 ஸ்டோன்ஸ் … ஆல் பெருக்குதல்
mass	stone • ( = 6.35029318 kg)	dative	{0} ஸ்டோன்	… என்பதற்கு 1 ஸ்டோன் …	{0} ஸ்டோன்ஸ்	… என்பதற்கு 2 ஸ்டோன்ஸ் …
mass	stone • ( = 6.35029318 kg)	ablative	{0} ஸ்டோன்	… என்பதிலிருந்து 1 ஸ்டோன் …	{0} ஸ்டோன்ஸ்	… என்பதிலிருந்து 2 ஸ்டோன்ஸ் …
mass	ton • ( = 0.90718474 t)	nominative	{0} டன்	1 டன் ரூ. 50 மதிப்புடையது	{0} டன்கள்	2 டன்கள் ரூ. 50 மதிப்புடையது
mass	ton • ( = 0.90718474 t)	accusative	{0} டன்	… என்பதை 1 டன் … ஆல் பெருக்குதல்	{0} டன்கள்	… என்பதை 2 டன்கள் … ஆல் பெருக்குதல்
mass	ton • ( = 0.90718474 t)	dative	{0} டன்	… என்பதற்கு 1 டன் …	{0} டன்கள்	… என்பதற்கு 2 டன்கள் …
mass	ton • ( = 0.90718474 t)	ablative	{0} டன்	… என்பதிலிருந்து 1 டன் …	{0} டன்கள்	… என்பதிலிருந்து 2 டன்கள் …
mass	metric tons	nominative	{0} மெட்ரிக் டன்	1 மெட்ரிக் டன் ரூ. 50 மதிப்புடையது	{0} மெட்ரிக் டன்கள்	2 மெட்ரிக் டன்கள் ரூ. 50 மதிப்புடையது
mass	metric tons	accusative	{0} மெட்ரிக் டன்னை	… என்பதை 1 மெட்ரிக் டன்னை … ஆல் பெருக்குதல்	{0} மெட்ரிக் டன்களை	… என்பதை 2 மெட்ரிக் டன்களை … ஆல் பெருக்குதல்
mass	metric tons	dative	{0} மெட்ரிக் டன்னுக்கு	… என்பதற்கு 1 மெட்ரிக் டன்னுக்கு …	{0} மெட்ரிக் டன்களுக்கு	… என்பதற்கு 2 மெட்ரிக் டன்களுக்கு …
mass	metric tons	ablative	{0} மெட்ரிக் டன்னில்	… என்பதிலிருந்து 1 மெட்ரிக் டன்னில் …	{0} மெட்ரிக் டன்களில்	… என்பதிலிருந்து 2 மெட்ரிக் டன்களில் …
mass	earth-mass • ( = 5972200000000000000000 t)	nominative	{0} புவித் திணிவு	1 புவித் திணிவு ரூ. 50 மதிப்புடையது	{0} புவித் திணிவுகள்	2 புவித் திணிவுகள் ரூ. 50 மதிப்புடையது
mass	earth-mass • ( = 5972200000000000000000 t)	accusative	{0} புவித் திணிவு	… என்பதை 1 புவித் திணிவு … ஆல் பெருக்குதல்	{0} புவித் திணிவுகள்	… என்பதை 2 புவித் திணிவுகள் … ஆல் பெருக்குதல்
mass	earth-mass • ( = 5972200000000000000000 t)	dative	{0} புவித் திணிவு	… என்பதற்கு 1 புவித் திணிவு …	{0} புவித் திணிவுகள்	… என்பதற்கு 2 புவித் திணிவுகள் …
mass	earth-mass • ( = 5972200000000000000000 t)	ablative	{0} புவித் திணிவு	… என்பதிலிருந்து 1 புவித் திணிவு …	{0} புவித் திணிவுகள்	… என்பதிலிருந்து 2 புவித் திணிவுகள் …
mass	solar-mass • ( = 1988470000000000000000000000 t)	nominative	{0} சூரியத் திணிவு	1 சூரியத் திணிவு ரூ. 50 மதிப்புடையது	{0} சூரியத் திணிவுகள்	2 சூரியத் திணிவுகள் ரூ. 50 மதிப்புடையது
mass	solar-mass • ( = 1988470000000000000000000000 t)	accusative	{0} சூரியத் திணிவு	… என்பதை 1 சூரியத் திணிவு … ஆல் பெருக்குதல்	{0} சூரியத் திணிவுகள்	… என்பதை 2 சூரியத் திணிவுகள் … ஆல் பெருக்குதல்
mass	solar-mass • ( = 1988470000000000000000000000 t)	dative	{0} சூரியத் திணிவு	… என்பதற்கு 1 சூரியத் திணிவு …	{0} சூரியத் திணிவுகள்	… என்பதற்கு 2 சூரியத் திணிவுகள் …
mass	solar-mass • ( = 1988470000000000000000000000 t)	ablative	{0} சூரியத் திணிவு	… என்பதிலிருந்து 1 சூரியத் திணிவு …	{0} சூரியத் திணிவுகள்	… என்பதிலிருந்து 2 சூரியத் திணிவுகள் …
night-duration	nights	nominative	{0} night	1 night ரூ. 50 மதிப்புடையது	{0} night	2 night ரூ. 50 மதிப்புடையது
night-duration	nights	accusative	{0} night	… என்பதை 1 night … ஆல் பெருக்குதல்	{0} night	… என்பதை 2 night … ஆல் பெருக்குதல்
night-duration	nights	dative	{0} night	… என்பதற்கு 1 night …	{0} night	… என்பதற்கு 2 night …
night-duration	nights	ablative	{0} night	… என்பதிலிருந்து 1 night …	{0} night	… என்பதிலிருந்து 2 night …
portion	parts per billion	nominative	{0} ppb	1 ppb ரூ. 50 மதிப்புடையது	{0} ppb	2 ppb ரூ. 50 மதிப்புடையது
portion	parts per billion	accusative	{0} ppb	… என்பதை 1 ppb … ஆல் பெருக்குதல்	{0} ppb	… என்பதை 2 ppb … ஆல் பெருக்குதல்
portion	parts per billion	dative	{0} ppb	… என்பதற்கு 1 ppb …	{0} ppb	… என்பதற்கு 2 ppb …
portion	parts per billion	ablative	{0} ppb	… என்பதிலிருந்து 1 ppb …	{0} ppb	… என்பதிலிருந்து 2 ppb …
portion	parts per million	nominative	{0} பகுதி/மில்லியன்	1 பகுதி/மில்லியன் ரூ. 50 மதிப்புடையது	{0} பகுதிகள்/மில்லியன்	2 பகுதிகள்/மில்லியன் ரூ. 50 மதிப்புடையது
portion	parts per million	accusative	{0} பகுதி/மில்லியனை	… என்பதை 1 பகுதி/மில்லியனை … ஆல் பெருக்குதல்	{0} பகுதிகள்/மில்லியனை	… என்பதை 2 பகுதிகள்/மில்லியனை … ஆல் பெருக்குதல்
portion	parts per million	dative	{0} பகுதி/மில்லியனுக்கு	… என்பதற்கு 1 பகுதி/மில்லியனுக்கு …	{0} பகுதிகள்/மில்லியனுக்கு	… என்பதற்கு 2 பகுதிகள்/மில்லியனுக்கு …
portion	parts per million	ablative	{0} பகுதி/மில்லியனில்	… என்பதிலிருந்து 1 பகுதி/மில்லியனில் …	{0} பகுதிகள்/மில்லியனில்	… என்பதிலிருந்து 2 பகுதிகள்/மில்லியனில் …
portion	permyriad	nominative	{0} பெர்மிரியட்	1 பெர்மிரியட் ரூ. 50 மதிப்புடையது	{0} பெர்மிரியட்	2 பெர்மிரியட் ரூ. 50 மதிப்புடையது
portion	permyriad	accusative	{0} பெர்மிரியட்டை	… என்பதை 1 பெர்மிரியட்டை … ஆல் பெருக்குதல்	{0} பெர்மிரியட்டை	… என்பதை 2 பெர்மிரியட்டை … ஆல் பெருக்குதல்
portion	permyriad	dative	{0} பெர்மிரியட்டுக்கு	… என்பதற்கு 1 பெர்மிரியட்டுக்கு …	{0} பெர்மிரியட்டுக்கு	… என்பதற்கு 2 பெர்மிரியட்டுக்கு …
portion	permyriad	ablative	{0} பெர்மிரியட்டில்	… என்பதிலிருந்து 1 பெர்மிரியட்டில் …	{0} பெர்மிரியட்டில்	… என்பதிலிருந்து 2 பெர்மிரியட்டில் …
portion	permille	nominative	மில்லி ஒன்றுக்கு {0}	மில்லி ஒன்றுக்கு 1 ரூ. 50 மதிப்புடையது	மில்லி ஒன்றுக்கு {0}	மில்லி ஒன்றுக்கு 2 ரூ. 50 மதிப்புடையது
portion	permille	accusative	மில்லி ஒன்றுக்கு {0} என்பதை	… என்பதை மில்லி ஒன்றுக்கு 1 என்பதை … ஆல் பெருக்குதல்	மில்லி ஒன்றுக்கு {0} என்பதை	… என்பதை மில்லி ஒன்றுக்கு 2 என்பதை … ஆல் பெருக்குதல்
portion	permille	dative	மில்லி ஒன்றுக்கு {0} என்பதற்கு	… என்பதற்கு மில்லி ஒன்றுக்கு 1 என்பதற்கு …	மில்லி ஒன்றுக்கு {0} என்பதற்கு	… என்பதற்கு மில்லி ஒன்றுக்கு 2 என்பதற்கு …
portion	permille	ablative	மில்லி ஒன்றுக்கு {0} என்பதில்	… என்பதிலிருந்து மில்லி ஒன்றுக்கு 1 என்பதில் …	மில்லி ஒன்றுக்கு {0} என்பதில்	… என்பதிலிருந்து மில்லி ஒன்றுக்கு 2 என்பதில் …
portion	percent	nominative	{0} சதவீதம்	1 சதவீதம் ரூ. 50 மதிப்புடையது	{0} சதவீதம்	2 சதவீதம் ரூ. 50 மதிப்புடையது
portion	percent	accusative	{0} சதவீதத்தை	… என்பதை 1 சதவீதத்தை … ஆல் பெருக்குதல்	{0} சதவீதத்தை	… என்பதை 2 சதவீதத்தை … ஆல் பெருக்குதல்
portion	percent	dative	{0} சதவீதத்திற்கு	… என்பதற்கு 1 சதவீதத்திற்கு …	{0} சதவீதத்திற்கு	… என்பதற்கு 2 சதவீதத்திற்கு …
portion	percent	ablative	{0} சதவீதத்தில்	… என்பதிலிருந்து 1 சதவீதத்தில் …	{0} சதவீதத்தில்	… என்பதிலிருந்து 2 சதவீதத்தில் …
portion	karat • ( = 4.1˙6%)	nominative	{0} காரட்	1 காரட் ரூ. 50 மதிப்புடையது	{0} காரட்கள்	2 காரட்கள் ரூ. 50 மதிப்புடையது
portion	karat • ( = 4.1˙6%)	accusative	{0} காரட்டை	… என்பதை 1 காரட்டை … ஆல் பெருக்குதல்	{0} காரட்களை	… என்பதை 2 காரட்களை … ஆல் பெருக்குதல்
portion	karat • ( = 4.1˙6%)	dative	{0} காரட்டுக்கு	… என்பதற்கு 1 காரட்டுக்கு …	{0} காரட்களுக்கு	… என்பதற்கு 2 காரட்களுக்கு …
portion	karat • ( = 4.1˙6%)	ablative	{0} காரட்டில்	… என்பதிலிருந்து 1 காரட்டில் …	{0} காரட்களில்	… என்பதிலிருந்து 2 காரட்களில் …
power	milliwatts	nominative	{0} மில்லிவாட்	1 மில்லிவாட் ரூ. 50 மதிப்புடையது	{0} மில்லிவாட்ஸ்	2 மில்லிவாட்ஸ் ரூ. 50 மதிப்புடையது
power	milliwatts	accusative	{0} மில்லிவாட்டை	… என்பதை 1 மில்லிவாட்டை … ஆல் பெருக்குதல்	{0} மில்லிவாட்ஸை	… என்பதை 2 மில்லிவாட்ஸை … ஆல் பெருக்குதல்
power	milliwatts	dative	{0} மில்லிவாட்டுக்கு	… என்பதற்கு 1 மில்லிவாட்டுக்கு …	{0} மில்லிவாட்ஸுக்கு	… என்பதற்கு 2 மில்லிவாட்ஸுக்கு …
power	milliwatts	ablative	{0} மில்லிவாட்டில்	… என்பதிலிருந்து 1 மில்லிவாட்டில் …	{0} மில்லிவாட்ஸில்	… என்பதிலிருந்து 2 மில்லிவாட்ஸில் …
power	watts	nominative	{0} வாட்	1 வாட் ரூ. 50 மதிப்புடையது	{0} வாட்ஸ்	2 வாட்ஸ் ரூ. 50 மதிப்புடையது
power	watts	accusative	{0} வாட்டை	… என்பதை 1 வாட்டை … ஆல் பெருக்குதல்	{0} வாட்ஸை	… என்பதை 2 வாட்ஸை … ஆல் பெருக்குதல்
power	watts	dative	{0} வாட்டுக்கு	… என்பதற்கு 1 வாட்டுக்கு …	{0} வாட்ஸுக்கு	… என்பதற்கு 2 வாட்ஸுக்கு …
power	watts	ablative	{0} வாட்டில்	… என்பதிலிருந்து 1 வாட்டில் …	{0} வாட்ஸில்	… என்பதிலிருந்து 2 வாட்ஸில் …
power	horsepower • ( = 0.74569987158227022 kW)	nominative	{0} குதிரைத்திறன்	1 குதிரைத்திறன் ரூ. 50 மதிப்புடையது	{0} குதிரைத்திறன்	2 குதிரைத்திறன் ரூ. 50 மதிப்புடையது
power	horsepower • ( = 0.74569987158227022 kW)	accusative	{0} குதிரைத்திறன்	… என்பதை 1 குதிரைத்திறன் … ஆல் பெருக்குதல்	{0} குதிரைத்திறன்	… என்பதை 2 குதிரைத்திறன் … ஆல் பெருக்குதல்
power	horsepower • ( = 0.74569987158227022 kW)	dative	{0} குதிரைத்திறன்	… என்பதற்கு 1 குதிரைத்திறன் …	{0} குதிரைத்திறன்	… என்பதற்கு 2 குதிரைத்திறன் …
power	horsepower • ( = 0.74569987158227022 kW)	ablative	{0} குதிரைத்திறன்	… என்பதிலிருந்து 1 குதிரைத்திறன் …	{0} குதிரைத்திறன்	… என்பதிலிருந்து 2 குதிரைத்திறன் …
power	kilowatts	nominative	{0} கிலோவாட்	1 கிலோவாட் ரூ. 50 மதிப்புடையது	{0} கிலோவாட்கள்	2 கிலோவாட்கள் ரூ. 50 மதிப்புடையது
power	kilowatts	accusative	{0} கிலோவாட்டை	… என்பதை 1 கிலோவாட்டை … ஆல் பெருக்குதல்	{0} கிலோவாட்களை	… என்பதை 2 கிலோவாட்களை … ஆல் பெருக்குதல்
power	kilowatts	dative	{0} கிலோவாட்டுக்கு	… என்பதற்கு 1 கிலோவாட்டுக்கு …	{0} கிலோவாட்களுக்கு	… என்பதற்கு 2 கிலோவாட்களுக்கு …
power	kilowatts	ablative	{0} கிலோவாட்டில்	… என்பதிலிருந்து 1 கிலோவாட்டில் …	{0} கிலோவாட்களில்	… என்பதிலிருந்து 2 கிலோவாட்களில் …
power	megawatts	nominative	{0} மெகாவாட்	1 மெகாவாட் ரூ. 50 மதிப்புடையது	{0} மெகாவாட்ஸ்	2 மெகாவாட்ஸ் ரூ. 50 மதிப்புடையது
power	megawatts	accusative	{0} மெகாவாட்டை	… என்பதை 1 மெகாவாட்டை … ஆல் பெருக்குதல்	{0} மெகாவாட்ஸை	… என்பதை 2 மெகாவாட்ஸை … ஆல் பெருக்குதல்
power	megawatts	dative	{0} மெகாவாட்டுக்கு	… என்பதற்கு 1 மெகாவாட்டுக்கு …	{0} மெகாவாட்ஸுக்கு	… என்பதற்கு 2 மெகாவாட்ஸுக்கு …
power	megawatts	ablative	{0} மெகாவாட்டில்	… என்பதிலிருந்து 1 மெகாவாட்டில் …	{0} மெகாவாட்ஸில்	… என்பதிலிருந்து 2 மெகாவாட்ஸில் …
power	gigawatts	nominative	{0} கிகாவாட்	1 கிகாவாட் ரூ. 50 மதிப்புடையது	{0} கிகாவாட்ஸ்	2 கிகாவாட்ஸ் ரூ. 50 மதிப்புடையது
power	gigawatts	accusative	{0} கிகாவாட்டை	… என்பதை 1 கிகாவாட்டை … ஆல் பெருக்குதல்	{0} கிகாவாட்ஸை	… என்பதை 2 கிகாவாட்ஸை … ஆல் பெருக்குதல்
power	gigawatts	dative	{0} கிகாவாட்டுக்கு	… என்பதற்கு 1 கிகாவாட்டுக்கு …	{0} கிகாவாட்ஸுக்கு	… என்பதற்கு 2 கிகாவாட்ஸுக்கு …
power	gigawatts	ablative	{0} கிகாவாட்டில்	… என்பதிலிருந்து 1 கிகாவாட்டில் …	{0} கிகாவாட்ஸில்	… என்பதிலிருந்து 2 கிகாவாட்ஸில் …
power	solar-luminosity • ( = 382800000000000000 GW)	nominative	{0} சூரிய ஒளிர்வுத்தன்மை	1 சூரிய ஒளிர்வுத்தன்மை ரூ. 50 மதிப்புடையது	{0} சூரிய ஒளிர்வுத்தன்மை	2 சூரிய ஒளிர்வுத்தன்மை ரூ. 50 மதிப்புடையது
power	solar-luminosity • ( = 382800000000000000 GW)	accusative	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதை 1 சூரிய ஒளிர்வுத்தன்மை … ஆல் பெருக்குதல்	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதை 2 சூரிய ஒளிர்வுத்தன்மை … ஆல் பெருக்குதல்
power	solar-luminosity • ( = 382800000000000000 GW)	dative	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதற்கு 1 சூரிய ஒளிர்வுத்தன்மை …	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதற்கு 2 சூரிய ஒளிர்வுத்தன்மை …
power	solar-luminosity • ( = 382800000000000000 GW)	ablative	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதிலிருந்து 1 சூரிய ஒளிர்வுத்தன்மை …	{0} சூரிய ஒளிர்வுத்தன்மை	… என்பதிலிருந்து 2 சூரிய ஒளிர்வுத்தன்மை …
pressure	pascals	nominative	{0} பாஸ்கல்	1 பாஸ்கல் ரூ. 50 மதிப்புடையது	{0} பாஸ்கல்கள்	2 பாஸ்கல்கள் ரூ. 50 மதிப்புடையது
pressure	pascals	accusative	{0} பாஸ்கலை	… என்பதை 1 பாஸ்கலை … ஆல் பெருக்குதல்	{0} பாஸ்கல்களை	… என்பதை 2 பாஸ்கல்களை … ஆல் பெருக்குதல்
pressure	pascals	dative	{0} பாஸ்கலுக்கு	… என்பதற்கு 1 பாஸ்கலுக்கு …	{0} பாஸ்கல்களுக்கு	… என்பதற்கு 2 பாஸ்கல்களுக்கு …
pressure	pascals	ablative	{0} பாஸ்கலில்	… என்பதிலிருந்து 1 பாஸ்கலில் …	{0} பாஸ்கல்களில்	… என்பதிலிருந்து 2 பாஸ்கல்களில் …
pressure	hectopascal • ( = 1 mbar)	nominative	{0} ஹெக்டோபாஸ்கல்	1 ஹெக்டோபாஸ்கல் ரூ. 50 மதிப்புடையது	{0} ஹெக்டோபாஸ்கல்	2 ஹெக்டோபாஸ்கல் ரூ. 50 மதிப்புடையது
pressure	hectopascal • ( = 1 mbar)	accusative	{0} ஹெக்டோபாஸ்கலை	… என்பதை 1 ஹெக்டோபாஸ்கலை … ஆல் பெருக்குதல்	{0} ஹெக்டோபாஸ்கலை	… என்பதை 2 ஹெக்டோபாஸ்கலை … ஆல் பெருக்குதல்
pressure	hectopascal • ( = 1 mbar)	dative	{0} ஹெக்டோபாஸ்கலுக்கு	… என்பதற்கு 1 ஹெக்டோபாஸ்கலுக்கு …	{0} ஹெக்டோபாஸ்கலுக்கு	… என்பதற்கு 2 ஹெக்டோபாஸ்கலுக்கு …
pressure	hectopascal • ( = 1 mbar)	ablative	{0} ஹெக்டோபாஸ்கலில்	… என்பதிலிருந்து 1 ஹெக்டோபாஸ்கலில் …	{0} ஹெக்டோபாஸ்கலில்	… என்பதிலிருந்து 2 ஹெக்டோபாஸ்கலில் …
pressure	millibars	nominative	{0} மில்லிபார்	1 மில்லிபார் ரூ. 50 மதிப்புடையது	{0} மில்லிபார்கள்	2 மில்லிபார்கள் ரூ. 50 மதிப்புடையது
pressure	millibars	accusative	{0} மில்லிபாரை	… என்பதை 1 மில்லிபாரை … ஆல் பெருக்குதல்	{0} மில்லிபார்களை	… என்பதை 2 மில்லிபார்களை … ஆல் பெருக்குதல்
pressure	millibars	dative	{0} மில்லிபாருக்கு	… என்பதற்கு 1 மில்லிபாருக்கு …	{0} மில்லிபார்களுக்கு	… என்பதற்கு 2 மில்லிபார்களுக்கு …
pressure	millibars	ablative	{0} மில்லிபாரில்	… என்பதிலிருந்து 1 மில்லிபாரில் …	{0} மில்லிபார்களில்	… என்பதிலிருந்து 2 மில்லிபார்களில் …
pressure	kilopascals	nominative	{0} கிலோபாஸ்கல்	1 கிலோபாஸ்கல் ரூ. 50 மதிப்புடையது	{0} கிலோபாஸ்கல்ஸ்	2 கிலோபாஸ்கல்ஸ் ரூ. 50 மதிப்புடையது
pressure	kilopascals	accusative	{0} கிலோபாஸ்கலை	… என்பதை 1 கிலோபாஸ்கலை … ஆல் பெருக்குதல்	{0} கிலோபாஸ்கல்ஸை	… என்பதை 2 கிலோபாஸ்கல்ஸை … ஆல் பெருக்குதல்
pressure	kilopascals	dative	{0} கிலோபாஸ்கலுக்கு	… என்பதற்கு 1 கிலோபாஸ்கலுக்கு …	{0} கிலோபாஸ்கல்ஸுக்கு	… என்பதற்கு 2 கிலோபாஸ்கல்ஸுக்கு …
pressure	kilopascals	ablative	{0} கிலோபாஸ்கலில்	… என்பதிலிருந்து 1 கிலோபாஸ்கலில் …	{0} கிலோபாஸ்கல்ஸில்	… என்பதிலிருந்து 2 கிலோபாஸ்கல்ஸில் …
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	nominative	{0} பாதரச அங்குலம்	1 பாதரச அங்குலம் ரூ. 50 மதிப்புடையது	{0} பாதரச அங்குலங்கள்	2 பாதரச அங்குலங்கள் ரூ. 50 மதிப்புடையது
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	accusative	{0} பாதரச அங்குலம்	… என்பதை 1 பாதரச அங்குலம் … ஆல் பெருக்குதல்	{0} பாதரச அங்குலங்கள்	… என்பதை 2 பாதரச அங்குலங்கள் … ஆல் பெருக்குதல்
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	dative	{0} பாதரச அங்குலம்	… என்பதற்கு 1 பாதரச அங்குலம் …	{0} பாதரச அங்குலங்கள்	… என்பதற்கு 2 பாதரச அங்குலங்கள் …
pressure	inch-ofhg • ( = 3386.388640341 kilogram-meters per square meter-square second)	ablative	{0} பாதரச அங்குலம்	… என்பதிலிருந்து 1 பாதரச அங்குலம் …	{0} பாதரச அங்குலங்கள்	… என்பதிலிருந்து 2 பாதரச அங்குலங்கள் …
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	nominative	{0} பவுண்டு/சதுர அங்குலம்	1 பவுண்டு/சதுர அங்குலம் ரூ. 50 மதிப்புடையது	{0} பவுண்டுகள்/சதுர அங்குலம்	2 பவுண்டுகள்/சதுர அங்குலம் ரூ. 50 மதிப்புடையது
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	accusative	{0} பவுண்டு/சதுர அங்குலம்	… என்பதை 1 பவுண்டு/சதுர அங்குலம் … ஆல் பெருக்குதல்	{0} பவுண்டுகள்/சதுர அங்குலம்	… என்பதை 2 பவுண்டுகள்/சதுர அங்குலம் … ஆல் பெருக்குதல்
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	dative	{0} பவுண்டு/சதுர அங்குலம்	… என்பதற்கு 1 பவுண்டு/சதுர அங்குலம் …	{0} பவுண்டுகள்/சதுர அங்குலம்	… என்பதற்கு 2 பவுண்டுகள்/சதுர அங்குலம் …
pressure	pound-force-per-square-inch • ( = ~6894.757293168361 kilogram-meters per square meter-square second)	ablative	{0} பவுண்டு/சதுர அங்குலம்	… என்பதிலிருந்து 1 பவுண்டு/சதுர அங்குலம் …	{0} பவுண்டுகள்/சதுர அங்குலம்	… என்பதிலிருந்து 2 பவுண்டுகள்/சதுர அங்குலம் …
pressure	bars	nominative	{0} பார்	1 பார் ரூ. 50 மதிப்புடையது	{0} பார்கள்	2 பார்கள் ரூ. 50 மதிப்புடையது
pressure	bars	accusative	{0} பார்-ஐ	… என்பதை 1 பார்-ஐ … ஆல் பெருக்குதல்	{0} பார்களை	… என்பதை 2 பார்களை … ஆல் பெருக்குதல்
pressure	bars	dative	{0} பார்-க்கு	… என்பதற்கு 1 பார்-க்கு …	{0} பார்களுக்கு	… என்பதற்கு 2 பார்களுக்கு …
pressure	bars	ablative	{0} பார்-இல்	… என்பதிலிருந்து 1 பார்-இல் …	{0} பார்களில்	… என்பதிலிருந்து 2 பார்களில் …
pressure	atmosphere • ( = 1.01325 bar)	nominative	வளிமண்டலம்	வளிமண்டலம் ரூ. 50 மதிப்புடையது	{0} வளிமண்டலங்கள்	2 வளிமண்டலங்கள் ரூ. 50 மதிப்புடையது
pressure	atmosphere • ( = 1.01325 bar)	accusative	வளிமண்டலத்தை	… என்பதை வளிமண்டலத்தை … ஆல் பெருக்குதல்	{0} வளிமண்டலங்களை	… என்பதை 2 வளிமண்டலங்களை … ஆல் பெருக்குதல்
pressure	atmosphere • ( = 1.01325 bar)	dative	வளிமண்டலத்திற்கு	… என்பதற்கு வளிமண்டலத்திற்கு …	{0} வளிமண்டலங்களுக்கு	… என்பதற்கு 2 வளிமண்டலங்களுக்கு …
