# Grammatical Features
#Locale	ID	Feature	Usage	Values
Ukrainian	uk	grammaticalCase	general	nominative, vocative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalCase	units	nominative, accusative, genitive, locative, dative, instrumental
Ukrainian	uk	grammaticalGender	general	masculine, feminine, neuter

# Minimal Pairs
#Type	Code	Pattern	Formatted Sample
Plural	one	{0} день	<div class='cldr_example'><span class='cldr_substituted'>1</span> день</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> день</div>
Plural	few	{0} дні	<div class='cldr_example'><span class='cldr_substituted'>2</span> дні</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> дні</div>
Plural	many	{0} днів	<div class='cldr_example'><span class='cldr_substituted'>5</span> днів</div><div class='cldr_example'>❌  <span class='cldr_substituted'>10,0</span> днів</div>
Plural	other	{0} дня	<div class='cldr_example'><span class='cldr_substituted'>10,0</span> дня</div><div class='cldr_example'>❌  <span class='cldr_substituted'>2</span> дня</div>
Case (for measurement units)	nominative	Є {0}	<div class='cldr_example'>Є <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Є <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	accusative	Знайшли {0}	<div class='cldr_example'>Знайшли <span class='cldr_substituted'>1 метр</span></div><div class='cldr_example'>❌  Знайшли <span class='cldr_substituted'>1 метру</span></div>
Case (for measurement units)	genitive	Немає {0}	<div class='cldr_example'>Немає <span class='cldr_substituted'>1 метра</span></div><div class='cldr_example'>❌  Немає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	locative	Міститься в {0}	<div class='cldr_example'>Міститься в <span class='cldr_substituted'>1 метрі</span></div><div class='cldr_example'>❌  Міститься в <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	dative	Це відповідає {0}	<div class='cldr_example'>Це відповідає <span class='cldr_substituted'>1 метру</span></div><div class='cldr_example'>❌  Це відповідає <span class='cldr_substituted'>1 метр</span></div>
Case (for measurement units)	instrumental	Вимірюється не {0}	<div class='cldr_example'>Вимірюється не <span class='cldr_substituted'>1 метром</span></div><div class='cldr_example'>❌  Вимірюється не <span class='cldr_substituted'>1 метр</span></div>
Gender (for measurement units)	masculine	Цей {0}	<div class='cldr_example'>Цей <span class='cldr_substituted'>день</span></div><div class='cldr_example'>❌  Цей <span class='cldr_substituted'>година</span></div>
Gender (for measurement units)	feminine	Ця {0}	<div class='cldr_example'>Ця <span class='cldr_substituted'>година</span></div><div class='cldr_example'>❌  Ця <span class='cldr_substituted'>день</span></div>
Gender (for measurement units)	neuter	Це {0}	<div class='cldr_example'>Це <span class='cldr_substituted'>століття</span></div><div class='cldr_example'>❌  Це <span class='cldr_substituted'>година</span></div>

# Unit Case and Gender Info
#Quantity	Unit	Gender	Gender MP + unit	Case	Pattern for one	Case MP + pattern with 21.0	Pattern for few	Case MP + pattern with 3.0	Pattern for many	Case MP + pattern with 5.0	Pattern for other	Case MP + pattern with 0.1
mass	grams	masculine	Цей грам	accusative	{0} грам	Знайшли 21 грам	{0} грами	Знайшли 3 грами	{0} грамів	Знайшли 5 грамів	{0} грама	Знайшли 0,1 грама
mass	grams	masculine	Цей грам	genitive	{0} грама	Немає 21 грама	{0} грамів	Немає 3 грамів	{0} грамів	Немає 5 грамів	{0} грама	Немає 0,1 грама
mass	grams	masculine	Цей грам	locative	{0} грамі	Міститься в 21 грамі	{0} грамах	Міститься в 3 грамах	{0} грамах	Міститься в 5 грамах	{0} грама	Міститься в 0,1 грама
mass	grams	masculine	Цей грам	dative	{0} граму	Це відповідає 21 граму	{0} грамам	Це відповідає 3 грамам	{0} грамам	Це відповідає 5 грамам	{0} грама	Це відповідає 0,1 грама
mass	grams	masculine	Цей грам	instrumental	{0} грамом	Вимірюється не 21 грамом	{0} грамами	Вимірюється не 3 грамами	{0} грамами	Вимірюється не 5 грамами	{0} грама	Вимірюється не 0,1 грама
mass	ounce • ( = 28.349523125 g)	n/a	n/a	nominative	{0} унція	Є 21 унція	{0} унції	Є 3 унції	{0} унцій	Є 5 унцій	{0} унції	Є 0,1 унції
mass	ounce • ( = 28.349523125 g)	n/a	n/a	accusative	{0} унція	Знайшли 21 унція	{0} унції	Знайшли 3 унції	{0} унцій	Знайшли 5 унцій	{0} унції	Знайшли 0,1 унції
mass	ounce • ( = 28.349523125 g)	n/a	n/a	genitive	{0} унція	Немає 21 унція	{0} унції	Немає 3 унції	{0} унцій	Немає 5 унцій	{0} унції	Немає 0,1 унції
mass	ounce • ( = 28.349523125 g)	n/a	n/a	locative	{0} унція	Міститься в 21 унція	{0} унції	Міститься в 3 унції	{0} унцій	Міститься в 5 унцій	{0} унції	Міститься в 0,1 унції
mass	ounce • ( = 28.349523125 g)	n/a	n/a	dative	{0} унція	Це відповідає 21 унція	{0} унції	Це відповідає 3 унції	{0} унцій	Це відповідає 5 унцій	{0} унції	Це відповідає 0,1 унції
mass	ounce • ( = 28.349523125 g)	n/a	n/a	instrumental	{0} унція	Вимірюється не 21 унція	{0} унції	Вимірюється не 3 унції	{0} унцій	Вимірюється не 5 унцій	{0} унції	Вимірюється не 0,1 унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	nominative	{0} тройська унція	Є 21 тройська унція	{0} тройські унції	Є 3 тройські унції	{0} тройських унцій	Є 5 тройських унцій	{0} тройської унції	Є 0,1 тройської унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	accusative	{0} тройська унція	Знайшли 21 тройська унція	{0} тройські унції	Знайшли 3 тройські унції	{0} тройських унцій	Знайшли 5 тройських унцій	{0} тройської унції	Знайшли 0,1 тройської унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	genitive	{0} тройська унція	Немає 21 тройська унція	{0} тройські унції	Немає 3 тройські унції	{0} тройських унцій	Немає 5 тройських унцій	{0} тройської унції	Немає 0,1 тройської унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	locative	{0} тройська унція	Міститься в 21 тройська унція	{0} тройські унції	Міститься в 3 тройські унції	{0} тройських унцій	Міститься в 5 тройських унцій	{0} тройської унції	Міститься в 0,1 тройської унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	dative	{0} тройська унція	Це відповідає 21 тройська унція	{0} тройські унції	Це відповідає 3 тройські унції	{0} тройських унцій	Це відповідає 5 тройських унцій	{0} тройської унції	Це відповідає 0,1 тройської унції
mass	ounce-troy • ( = 31.10348 g)	n/a	n/a	instrumental	{0} тройська унція	Вимірюється не 21 тройська унція	{0} тройські унції	Вимірюється не 3 тройські унції	{0} тройських унцій	Вимірюється не 5 тройських унцій	{0} тройської унції	Вимірюється не 0,1 тройської унції
mass	pound • ( = 453.59237 g)	n/a	n/a	nominative	{0} фунт	Є 21 фунт	{0} фунти	Є 3 фунти	{0} фунтів	Є 5 фунтів	{0} фунта	Є 0,1 фунта
mass	pound • ( = 453.59237 g)	n/a	n/a	accusative	{0} фунт	Знайшли 21 фунт	{0} фунти	Знайшли 3 фунти	{0} фунтів	Знайшли 5 фунтів	{0} фунта	Знайшли 0,1 фунта
mass	pound • ( = 453.59237 g)	n/a	n/a	genitive	{0} фунт	Немає 21 фунт	{0} фунти	Немає 3 фунти	{0} фунтів	Немає 5 фунтів	{0} фунта	Немає 0,1 фунта
mass	pound • ( = 453.59237 g)	n/a	n/a	locative	{0} фунт	Міститься в 21 фунт	{0} фунти	Міститься в 3 фунти	{0} фунтів	Міститься в 5 фунтів	{0} фунта	Міститься в 0,1 фунта
mass	pound • ( = 453.59237 g)	n/a	n/a	dative	{0} фунт	Це відповідає 21 фунт	{0} фунти	Це відповідає 3 фунти	{0} фунтів	Це відповідає 5 фунтів	{0} фунта	Це відповідає 0,1 фунта
mass	pound • ( = 453.59237 g)	n/a	n/a	instrumental	{0} фунт	Вимірюється не 21 фунт	{0} фунти	Вимірюється не 3 фунти	{0} фунтів	Вимірюється не 5 фунтів	{0} фунта	Вимірюється не 0,1 фунта
mass	kilograms	masculine	Цей кілограм	nominative	{0} кілограм	Є 21 кілограм	{0} кілограми	Є 3 кілограми	{0} кілограмів	Є 5 кілограмів	{0} кілограма	Є 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	accusative	{0} кілограм	Знайшли 21 кілограм	{0} кілограми	Знайшли 3 кілограми	{0} кілограмів	Знайшли 5 кілограмів	{0} кілограма	Знайшли 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	genitive	{0} кілограма	Немає 21 кілограма	{0} кілограмів	Немає 3 кілограмів	{0} кілограмів	Немає 5 кілограмів	{0} кілограма	Немає 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	locative	{0} кілограмі	Міститься в 21 кілограмі	{0} кілограмах	Міститься в 3 кілограмах	{0} кілограмах	Міститься в 5 кілограмах	{0} кілограма	Міститься в 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	dative	{0} кілограму	Це відповідає 21 кілограму	{0} кілограмам	Це відповідає 3 кілограмам	{0} кілограмам	Це відповідає 5 кілограмам	{0} кілограма	Це відповідає 0,1 кілограма
mass	kilograms	masculine	Цей кілограм	instrumental	{0} кілограмом	Вимірюється не 21 кілограмом	{0} кілограмами	Вимірюється не 3 кілограмами	{0} кілограмами	Вимірюється не 5 кілограмами	{0} кілограма	Вимірюється не 0,1 кілограма
mass	stone • ( = 6.35029318 kg)	n/a	n/a	nominative	{0} стоун	Є 21 стоун	{0} стоуни	Є 3 стоуни	{0} стоунів	Є 5 стоунів	{0} стоуна	Є 0,1 стоуна
mass	stone • ( = 6.35029318 kg)	n/a	n/a	accusative	{0} стоун	Знайшли 21 стоун	{0} стоуни	Знайшли 3 стоуни	{0} стоунів	Знайшли 5 стоунів	{0} стоуна	Знайшли 0,1 стоуна
mass	stone • ( = 6.35029318 kg)	n/a	n/a	genitive	{0} стоун	Немає 21 стоун	{0} стоуни	Немає 3 стоуни	{0} стоунів	Немає 5 стоунів	{0} стоуна	Немає 0,1 стоуна
mass	stone • ( = 6.35029318 kg)	n/a	n/a	locative	{0} стоун	Міститься в 21 стоун	{0} стоуни	Міститься в 3 стоуни	{0} стоунів	Міститься в 5 стоунів	{0} стоуна	Міститься в 0,1 стоуна
mass	stone • ( = 6.35029318 kg)	n/a	n/a	dative	{0} стоун	Це відповідає 21 стоун	{0} стоуни	Це відповідає 3 стоуни	{0} стоунів	Це відповідає 5 стоунів	{0} стоуна	Це відповідає 0,1 стоуна
mass	stone • ( = 6.35029318 kg)	n/a	n/a	instrumental	{0} стоун	Вимірюється не 21 стоун	{0} стоуни	Вимірюється не 3 стоуни	{0} стоунів	Вимірюється не 5 стоунів	{0} стоуна	Вимірюється не 0,1 стоуна
mass	ton • ( = 0.90718474 t)	n/a	n/a	nominative	{0} тонна	Є 21 тонна	{0} тонни	Є 3 тонни	{0} тонн	Є 5 тонн	{0} тонни	Є 0,1 тонни
mass	ton • ( = 0.90718474 t)	n/a	n/a	accusative	{0} тонна	Знайшли 21 тонна	{0} тонни	Знайшли 3 тонни	{0} тонн	Знайшли 5 тонн	{0} тонни	Знайшли 0,1 тонни
mass	ton • ( = 0.90718474 t)	n/a	n/a	genitive	{0} тонна	Немає 21 тонна	{0} тонни	Немає 3 тонни	{0} тонн	Немає 5 тонн	{0} тонни	Немає 0,1 тонни
mass	ton • ( = 0.90718474 t)	n/a	n/a	locative	{0} тонна	Міститься в 21 тонна	{0} тонни	Міститься в 3 тонни	{0} тонн	Міститься в 5 тонн	{0} тонни	Міститься в 0,1 тонни
mass	ton • ( = 0.90718474 t)	n/a	n/a	dative	{0} тонна	Це відповідає 21 тонна	{0} тонни	Це відповідає 3 тонни	{0} тонн	Це відповідає 5 тонн	{0} тонни	Це відповідає 0,1 тонни
mass	ton • ( = 0.90718474 t)	n/a	n/a	instrumental	{0} тонна	Вимірюється не 21 тонна	{0} тонни	Вимірюється не 3 тонни	{0} тонн	Вимірюється не 5 тонн	{0} тонни	Вимірюється не 0,1 тонни
mass	metric tons	feminine	Ця метрична тонна	nominative	{0} метрична тонна	Є 21 метрична тонна	{0} метричні тонни	Є 3 метричні тонни	{0} метричних тонн	Є 5 метричних тонн	{0} метричної тонни	Є 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	accusative	{0} метричну тонну	Знайшли 21 метричну тонну	{0} метричні тонни	Знайшли 3 метричні тонни	{0} метричних тонн	Знайшли 5 метричних тонн	{0} метричної тонни	Знайшли 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	genitive	{0} метричної тонни	Немає 21 метричної тонни	{0} метричних тонн	Немає 3 метричних тонн	{0} метричних тонн	Немає 5 метричних тонн	{0} метричної тонни	Немає 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	locative	{0} метричній тонні	Міститься в 21 метричній тонні	{0} метричних тоннах	Міститься в 3 метричних тоннах	{0} метричних тоннах	Міститься в 5 метричних тоннах	{0} метричної тонни	Міститься в 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	dative	{0} метричній тонні	Це відповідає 21 метричній тонні	{0} метричним тоннам	Це відповідає 3 метричним тоннам	{0} метричним тоннам	Це відповідає 5 метричним тоннам	{0} метричної тонни	Це відповідає 0,1 метричної тонни
mass	metric tons	feminine	Ця метрична тонна	instrumental	{0} метричною тонною	Вимірюється не 21 метричною тонною	{0} метричними тоннами	Вимірюється не 3 метричними тоннами	{0} метричними тоннами	Вимірюється не 5 метричними тоннами	{0} метричної тонни	Вимірюється не 0,1 метричної тонни
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	nominative	{0} маса Землі	Є 21 маса Землі	{0} маси Землі	Є 3 маси Землі	{0} мас Землі	Є 5 мас Землі	{0} маси Землі	Є 0,1 маси Землі
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	accusative	{0} маса Землі	Знайшли 21 маса Землі	{0} маси Землі	Знайшли 3 маси Землі	{0} мас Землі	Знайшли 5 мас Землі	{0} маси Землі	Знайшли 0,1 маси Землі
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	genitive	{0} маса Землі	Немає 21 маса Землі	{0} маси Землі	Немає 3 маси Землі	{0} мас Землі	Немає 5 мас Землі	{0} маси Землі	Немає 0,1 маси Землі
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	locative	{0} маса Землі	Міститься в 21 маса Землі	{0} маси Землі	Міститься в 3 маси Землі	{0} мас Землі	Міститься в 5 мас Землі	{0} маси Землі	Міститься в 0,1 маси Землі
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	dative	{0} маса Землі	Це відповідає 21 маса Землі	{0} маси Землі	Це відповідає 3 маси Землі	{0} мас Землі	Це відповідає 5 мас Землі	{0} маси Землі	Це відповідає 0,1 маси Землі
mass	earth-mass • ( = 5972200000000000000000 t)	n/a	n/a	instrumental	{0} маса Землі	Вимірюється не 21 маса Землі	{0} маси Землі	Вимірюється не 3 маси Землі	{0} мас Землі	Вимірюється не 5 мас Землі	{0} маси Землі	Вимірюється не 0,1 маси Землі
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	nominative	{0} маса Сонця	Є 21 маса Сонця	{0} маси Сонця	Є 3 маси Сонця	{0} мас Сонця	Є 5 мас Сонця	{0} маси Сонця	Є 0,1 маси Сонця
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	accusative	{0} маса Сонця	Знайшли 21 маса Сонця	{0} маси Сонця	Знайшли 3 маси Сонця	{0} мас Сонця	Знайшли 5 мас Сонця	{0} маси Сонця	Знайшли 0,1 маси Сонця
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	genitive	{0} маса Сонця	Немає 21 маса Сонця	{0} маси Сонця	Немає 3 маси Сонця	{0} мас Сонця	Немає 5 мас Сонця	{0} маси Сонця	Немає 0,1 маси Сонця
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	locative	{0} маса Сонця	Міститься в 21 маса Сонця	{0} маси Сонця	Міститься в 3 маси Сонця	{0} мас Сонця	Міститься в 5 мас Сонця	{0} маси Сонця	Міститься в 0,1 маси Сонця
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	dative	{0} маса Сонця	Це відповідає 21 маса Сонця	{0} маси Сонця	Це відповідає 3 маси Сонця	{0} мас Сонця	Це відповідає 5 мас Сонця	{0} маси Сонця	Це відповідає 0,1 маси Сонця
mass	solar-mass • ( = 1988470000000000000000000000 t)	n/a	n/a	instrumental	{0} маса Сонця	Вимірюється не 21 маса Сонця	{0} маси Сонця	Вимірюється не 3 маси Сонця	{0} мас Сонця	Вимірюється не 5 мас Сонця	{0} маси Сонця	Вимірюється не 0,1 маси Сонця
night-duration	nights	n/a	n/a	nominative	{0} night	Є 21 night	{0} night	Є 3 night	{0} night	Є 5 night	{0} night	Є 0,1 night
night-duration	nights	n/a	n/a	accusative	{0} night	Знайшли 21 night	{0} night	Знайшли 3 night	{0} night	Знайшли 5 night	{0} night	Знайшли 0,1 night
night-duration	nights	n/a	n/a	genitive	{0} night	Немає 21 night	{0} night	Немає 3 night	{0} night	Немає 5 night	{0} night	Немає 0,1 night
night-duration	nights	n/a	n/a	locative	{0} night	Міститься в 21 night	{0} night	Міститься в 3 night	{0} night	Міститься в 5 night	{0} night	Міститься в 0,1 night
night-duration	nights	n/a	n/a	dative	{0} night	Це відповідає 21 night	{0} night	Це відповідає 3 night	{0} night	Це відповідає 5 night	{0} night	Це відповідає 0,1 night
night-duration	nights	n/a	n/a	instrumental	{0} night	Вимірюється не 21 night	{0} night	Вимірюється не 3 night	{0} night	Вимірюється не 5 night	{0} night	Вимірюється не 0,1 night
portion	parts per billion	n/a	n/a	nominative	{0} ppb	Є 21 ppb	{0} ppb	Є 3 ppb	{0} ppb	Є 5 ppb	{0} ppb	Є 0,1 ppb
portion	parts per billion	n/a	n/a	accusative	{0} ppb	Знайшли 21 ppb	{0} ppb	Знайшли 3 ppb	{0} ppb	Знайшли 5 ppb	{0} ppb	Знайшли 0,1 ppb
portion	parts per billion	n/a	n/a	genitive	{0} ppb	Немає 21 ppb	{0} ppb	Немає 3 ppb	{0} ppb	Немає 5 ppb	{0} ppb	Немає 0,1 ppb
portion	parts per billion	n/a	n/a	locative	{0} ppb	Міститься в 21 ppb	{0} ppb	Міститься в 3 ppb	{0} ppb	Міститься в 5 ppb	{0} ppb	Міститься в 0,1 ppb
portion	parts per billion	n/a	n/a	dative	{0} ppb	Це відповідає 21 ppb	{0} ppb	Це відповідає 3 ppb	{0} ppb	Це відповідає 5 ppb	{0} ppb	Це відповідає 0,1 ppb
portion	parts per billion	n/a	n/a	instrumental	{0} ppb	Вимірюється не 21 ppb	{0} ppb	Вимірюється не 3 ppb	{0} ppb	Вимірюється не 5 ppb	{0} ppb	Вимірюється не 0,1 ppb
portion	parts per million	feminine	Ця мільйонна доля	nominative	{0} мільйонна доля	Є 21 мільйонна доля	{0} мільйонні долі	Є 3 мільйонні долі	{0} мільйонних доль	Є 5 мільйонних доль	{0} мільйонної долі	Є 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	accusative	{0} мільйонну долю	Знайшли 21 мільйонну долю	{0} мільйонні долі	Знайшли 3 мільйонні долі	{0} мільйонних доль	Знайшли 5 мільйонних доль	{0} мільйонної долі	Знайшли 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	genitive	{0} мільйонної долі	Немає 21 мільйонної долі	{0} мільйонних доль	Немає 3 мільйонних доль	{0} мільйонних доль	Немає 5 мільйонних доль	{0} мільйонної долі	Немає 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	locative	{0} мільйонній долі	Міститься в 21 мільйонній долі	{0} мільйонних долях	Міститься в 3 мільйонних долях	{0} мільйонних долях	Міститься в 5 мільйонних долях	{0} мільйонної долі	Міститься в 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	dative	{0} мільйонній долі	Це відповідає 21 мільйонній долі	{0} мільйонним долям	Це відповідає 3 мільйонним долям	{0} мільйонним долям	Це відповідає 5 мільйонним долям	{0} мільйонної долі	Це відповідає 0,1 мільйонної долі
portion	parts per million	feminine	Ця мільйонна доля	instrumental	{0} мільйонною долею	Вимірюється не 21 мільйонною долею	{0} мільйонними долями	Вимірюється не 3 мільйонними долями	{0} мільйонними долями	Вимірюється не 5 мільйонними долями	{0} мільйонної долі	Вимірюється не 0,1 мільйонної долі
portion	permyriad	masculine	Цей проміріад	nominative	{0} проміріад	Є 21 проміріад	{0} проміріади	Є 3 проміріади	{0} проміріадів	Є 5 проміріадів	{0} проміріада	Є 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	accusative	{0} проміріад	Знайшли 21 проміріад	{0} проміріади	Знайшли 3 проміріади	{0} проміріадів	Знайшли 5 проміріадів	{0} проміріада	Знайшли 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	genitive	{0} проміріада	Немає 21 проміріада	{0} проміріадів	Немає 3 проміріадів	{0} проміріадів	Немає 5 проміріадів	{0} проміріада	Немає 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	locative	{0} проміріаді	Міститься в 21 проміріаді	{0} проміріадах	Міститься в 3 проміріадах	{0} проміріадах	Міститься в 5 проміріадах	{0} проміріада	Міститься в 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	dative	{0} проміріаду	Це відповідає 21 проміріаду	{0} проміріадам	Це відповідає 3 проміріадам	{0} проміріадам	Це відповідає 5 проміріадам	{0} проміріада	Це відповідає 0,1 проміріада
portion	permyriad	masculine	Цей проміріад	instrumental	{0} проміріадом	Вимірюється не 21 проміріадом	{0} проміріадами	Вимірюється не 3 проміріадами	{0} проміріадами	Вимірюється не 5 проміріадами	{0} проміріада	Вимірюється не 0,1 проміріада
portion	permille	masculine	Цей проміле	nominative	{0} проміле	Є 21 проміле	{0} проміле	Є 3 проміле	{0} проміле	Є 5 проміле	{0} проміле	Є 0,1 проміле
portion	permille	masculine	Цей проміле	accusative	{0} проміле	Знайшли 21 проміле	{0} проміле	Знайшли 3 проміле	{0} проміле	Знайшли 5 проміле	{0} проміле	Знайшли 0,1 проміле
portion	permille	masculine	Цей проміле	genitive	{0} проміле	Немає 21 проміле	{0} проміле	Немає 3 проміле	{0} проміле	Немає 5 проміле	{0} проміле	Немає 0,1 проміле
portion	permille	masculine	Цей проміле	locative	{0} проміле	Міститься в 21 проміле	{0} проміле	Міститься в 3 проміле	{0} проміле	Міститься в 5 проміле	{0} проміле	Міститься в 0,1 проміле
portion	permille	masculine	Цей проміле	dative	{0} проміле	Це відповідає 21 проміле	{0} проміле	Це відповідає 3 проміле	{0} проміле	Це відповідає 5 проміле	{0} проміле	Це відповідає 0,1 проміле
portion	permille	masculine	Цей проміле	instrumental	{0} проміле	Вимірюється не 21 проміле	{0} проміле	Вимірюється не 3 проміле	{0} проміле	Вимірюється не 5 проміле	{0} проміле	Вимірюється не 0,1 проміле
portion	percent	masculine	Цей відсоток	nominative	{0} відсоток	Є 21 відсоток	{0} відсотки	Є 3 відсотки	{0} відсотків	Є 5 відсотків	{0} відсотка	Є 0,1 відсотка
portion	percent	masculine	Цей відсоток	accusative	{0} відсоток	Знайшли 21 відсоток	{0} відсотки	Знайшли 3 відсотки	{0} відсотків	Знайшли 5 відсотків	{0} відсотка	Знайшли 0,1 відсотка
portion	percent	masculine	Цей відсоток	genitive	{0} відсотка	Немає 21 відсотка	{0} відсотків	Немає 3 відсотків	{0} відсотків	Немає 5 відсотків	{0} відсотка	Немає 0,1 відсотка
portion	percent	masculine	Цей відсоток	locative	{0} відсотку	Міститься в 21 відсотку	{0} відсотках	Міститься в 3 відсотках	{0} відсотках	Міститься в 5 відсотках	{0} відсотка	Міститься в 0,1 відсотка
portion	percent	masculine	Цей відсоток	dative	{0} відсотку	Це відповідає 21 відсотку	{0} відсоткам	Це відповідає 3 відсоткам	{0} відсоткам	Це відповідає 5 відсоткам	{0} відсотка	Це відповідає 0,1 відсотка
portion	percent	masculine	Цей відсоток	instrumental	{0} відсотком	Вимірюється не 21 відсотком	{0} відсотками	Вимірюється не 3 відсотками	{0} відсотками	Вимірюється не 5 відсотками	{0} відсотка	Вимірюється не 0,1 відсотка
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	nominative	{0} карат	Є 21 карат	{0} карати	Є 3 карати	{0} каратів	Є 5 каратів	{0} карата	Є 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	accusative	{0} карат	Знайшли 21 карат	{0} карати	Знайшли 3 карати	{0} каратів	Знайшли 5 каратів	{0} карата	Знайшли 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	genitive	{0} карата	Немає 21 карата	{0} каратів	Немає 3 каратів	{0} каратів	Немає 5 каратів	{0} карата	Немає 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	locative	{0} караті	Міститься в 21 караті	{0} каратах	Міститься в 3 каратах	{0} каратах	Міститься в 5 каратах	{0} карата	Міститься в 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	dative	{0} карату	Це відповідає 21 карату	{0} каратам	Це відповідає 3 каратам	{0} каратам	Це відповідає 5 каратам	{0} карата	Це відповідає 0,1 карата
portion	karat • ( = 4.1˙6%)	masculine	Цей карат	instrumental	{0} каратом	Вимірюється не 21 каратом	{0} каратами	Вимірюється не 3 каратами	{0} каратами	Вимірюється не 5 каратами	{0} карата	Вимірюється не 0,1 карата
power	milliwatts	masculine	Цей міліват	nominative	{0} міліват	Є 21 міліват	{0} мілівати	Є 3 мілівати	{0} міліватів	Є 5 міліватів	{0} мілівата	Є 0,1 мілівата
power	milliwatts	masculine	Цей міліват	accusative	{0} міліват	Знайшли 21 міліват	{0} мілівати	Знайшли 3 мілівати	{0} міліватів	Знайшли 5 міліватів	{0} мілівата	Знайшли 0,1 мілівата
power	milliwatts	masculine	Цей міліват	genitive	{0} мілівата	Немає 21 мілівата	{0} міліватів	Немає 3 міліватів	{0} міліватів	Немає 5 міліватів	{0} мілівата	Немає 0,1 мілівата
power	milliwatts	masculine	Цей міліват	locative	{0} міліваті	Міститься в 21 міліваті	{0} міліватах	Міститься в 3 міліватах	{0} міліватах	Міститься в 5 міліватах	{0} мілівата	Міститься в 0,1 мілівата
power	milliwatts	masculine	Цей міліват	dative	{0} мілівату	Це відповідає 21 мілівату	{0} міліватам	Це відповідає 3 міліватам	{0} міліватам	Це відповідає 5 міліватам	{0} мілівата	Це відповідає 0,1 мілівата
power	milliwatts	masculine	Цей міліват	instrumental	{0} міліватом	Вимірюється не 21 міліватом	{0} міліватами	Вимірюється не 3 міліватами	{0} міліватами	Вимірюється не 5 міліватами	{0} мілівата	Вимірюється не 0,1 мілівата
power	watts	masculine	Цей ват	nominative	{0} ват	Є 21 ват	{0} вати	Є 3 вати	{0} ватів	Є 5 ватів	{0} вата	Є 0,1 вата
power	watts	masculine	Цей ват	accusative	{0} ват	Знайшли 21 ват	{0} вати	Знайшли 3 вати	{0} ватів	Знайшли 5 ватів	{0} вата	Знайшли 0,1 вата
power	watts	masculine	Цей ват	genitive	{0} вата	Немає 21 вата	{0} ватів	Немає 3 ватів	{0} ватів	Немає 5 ватів	{0} вата	Немає 0,1 вата
power	watts	masculine	Цей ват	locative	{0} ваті	Міститься в 21 ваті	{0} ватах	Міститься в 3 ватах	{0} ватах	Міститься в 5 ватах	{0} вата	Міститься в 0,1 вата
power	watts	masculine	Цей ват	dative	{0} вату	Це відповідає 21 вату	{0} ватам	Це відповідає 3 ватам	{0} ватам	Це відповідає 5 ватам	{0} вата	Це відповідає 0,1 вата
